coord,addr,name
"[37.25504260777607,127.02571057297015]",경기도 수원시 권선구 권선동,이디야커피수원권선자이점
"[37.26279785907651,127.03192408222851]",경기도 수원시 팔달구 인계동 1046-2 ,이디야커피 수원인계점
"[37.267636929465645,127.0005073479162]",경기도 수원시 팔달구 매산로1가 11-4 ,이디야커피 수원역점
"[37.2742092566653,127.04457583416638]",경기도 수원시 영통구 매탄동 153-10 ,이디야커피 아주대삼거리점
"[37.27808011987516,127.0275110933563]",경기도 수원시 팔달구 지동 93-6 ,이디야커피 성빈센트병원점
"[37.27924119758557,127.01644530151265]",경기도 수원시 팔달구 팔달로2가 101-4 ,이디야커피 수원남문점
"[37.27903939901153,126.99882301072411]",경기도 수원시 팔달구 화서동 174-14 ,이디야커피 화서오거리점
"[37.26777213176163,127.02865839601532]",경기도 수원시 팔달구 인계동 1019-3 ,이디야커피 수원백성병원점
"[37.278557226501256,127.04404727508586]",경기도 수원시 영통구 원천동 18-2 ,이디야 아주대점
"[37.28963632929956,127.00098330755824]",경기도 수원시 장안구 영화동 398-1 ,이디야커피 수원영화점
"[37.26681503701747,127.00028144649737]",경기도 수원시 팔달구 매산로1가 18 AK플라자수원점 6F,이디야에스프레소 AK플라자수원점
"[37.259133900693094,127.04455208705694]",경기도 수원시 영통구 매탄동 1267-5 ,이디야 수원매탄점
"[37.24740960141655,127.05000908624251]",경기도 수원시 영통구 신동,이디야커피수원디지털엠파이어2점
"[37.25916038473031,127.04448411209387]",경기도 수원시 영통구 매탄동,이디야커피수원매탄점
"[37.27855695333477,127.04401344964354]",경기도 수원시 영통구 원천동,이디야커피아주대점
"[37.266360642133215,126.99982520159715]",경기도 수원시 팔달구 매산로1가,이디야커피수원A/K프라자점
"[37.40399936834588,127.26218069892427]",경기도 광주시 역동,이디야커피경기광주터미널점
"[37.349497645471935,127.34082109669706]",경기도 광주시 곤지암읍 곤지암리 433-2 ,이디야 곤지암점
"[37.40956268323484,127.26132412066164]",경기도 광주시 경안동 25-3 ,이디야커피 경기광주터미널점
"[37.278101693925514,127.15220380930032]",경기도 용인시 기흥구 중동,이디야커피용인롯데시네마점
"[37.50277598140258,127.1262920815585]",서울특별시 송파구 가락동,이디야커피오금역점
"[37.3861581665475,127.1235818144524]",경기도 성남시 분당구 서현동 250-4 ,이디야 서현점
"[37.280708572184906,127.44457101669836]",경기도 이천시 창전동 162-10 ,이디야커피 이천로데오점
"[37.54096257187428,127.12385509644005]",서울특별시 강동구 천호동 432-2 ,이디야커피 천호현대점
"[37.38376070324772,127.12471634503528]",경기도 성남시 분당구 서현동 88 지엔느오피스텔 118호,이디야 서현중앙점
"[37.52454653121514,127.12887789115351]",서울특별시 강동구 성내동 448-7 ,이디야커피 올림픽북문점
"[37.27789392237897,127.15339015006981]",경기도 용인시 기흥구 중동 829 골드프라자 B동,이디야 동백중앙점
"[37.538150280092346,127.12371827234125]",서울특별시 강동구 성내동 64-13 ,이디야커피 천호역점
"[37.27142047884747,127.12684162042893]",경기도 용인시 기흥구 구갈동 579-2 ,이디야커피 강남대점
"[37.502864657098385,127.12609877780841]",서울특별시 송파구 가락동 8 ,이디야커피 오금점
"[37.50955804834746,127.12468604756042]",서울특별시 송파구 방이동 208-6 1층,이디야 방이역점
"[37.28551935173508,127.45597116935392]",경기도 이천시 갈산동 594-14 ,이디야 갈산동점
"[37.6021463529894,127.14263978674931]",경기도 구리시 인창동 676-6 동원파크빌딩 103호,이디야 구리역점
"[37.60506620286803,127.14022792170125]",경기도 구리시 인창동 670-1 ,이디야커피 구리등기소점
"[37.61169532653751,127.1398797742871]",경기도 구리시 인창동 701-1 ,이디야커피 구리롯데아울렛점
"[37.60191262716775,127.14395617115554]",경기도 구리시 수택동 531-1 LG화재빌딩지하 1층,이디야 구리점
"[37.60833260099872,127.13469721956884]",경기도 구리시 인창동 521-4 ,이디야커피 구리인창점
"[37.60835971295528,127.13470823146437]",경기도 구리시 인창동,이디야커피구리인창동점
"[37.60186700382316,127.14387741884177]",경기도 구리시 수택동,이디야커피구리점
"[37.60222776905057,127.1426841526686]",경기도 구리시 인창동,이디야커피구리역점
"[37.60790634238422,127.1592454485451]",경기도 남양주시 도농동 56-1 ,이디야커피 도농코레일점
"[37.550959813553646,127.12812919144886]",서울특별시 강동구 암사동 501-1 501타워 1층 103호,이디야 암사역점
"[37.6076330224246,127.09665041920422]",서울특별시 중랑구 신내동 613-10 ,이디야커피 신내동점
"[37.59919366265746,127.0982699578607]",서울특별시 중랑구 망우동 470-14 ,이디야커피 망우동점
"[37.59524624297574,127.09933675161845]",서울특별시 중랑구 망우동 458-3 ,이디야커피 우림시장점
"[37.597641222068155,127.09439312236978]",서울특별시 중랑구 망우동 495 ,이디야커피 망우중앙점
"[37.61647691691071,127.09256759213437]",서울특별시 중랑구 신내동 646 ,이디야커피 봉화산역점
"[37.650488809526095,127.11361739569776]",경기도 남양주시 별내동 1094 ,이디야커피 별내서부점
"[37.60869415232148,127.16106007624303]",경기도 남양주시 도농동,이디야커피도농코레일점
"[37.64295820745534,127.12596727477344]",경기도 남양주시 별내동,이디야커피별내이마트점
"[37.647262019184126,127.12190535502985]",경기도 남양주시 별내동,이디야커피별내중앙점
"[37.65347334806005,127.14317195201996]",경기도 남양주시 퇴계원면 퇴계원리,이디야커피퇴계원코레일점
"[37.00061537741879,127.2236385677254]",경기도 안성시 대덕면 내리 684-1 ,이디야 안성중대점
"[37.00817378354407,127.27017023797285]",경기도 안성시 대천동 77 ,이디야커피 안성명동점
"[37.058124798985716,127.35928265686971]",경기도 안성시 삼죽면 진촌리 632-18 ,이디야커피 동아방송대점
"[37.00221587559356,127.22585815777285]",경기도 안성시 대덕면 내리,이디야커피안성중대점
"[37.5310238466423,126.73687076473107]",인천광역시 계양구 작전동 911-1 ,이디야커피 계양이마트점
"[37.52168737625485,126.74260525270081]",인천광역시 부평구 삼산동 388-12 ,이디야커피 부평미래타운점
"[37.508299198719264,126.73426784777332]",인천광역시 부평구 삼산동 462-5 ,이디야커피 부평삼산점
"[37.51722895181071,126.73348356173884]",인천광역시 부평구 삼산동 426-5 ,이디야커피 부평삼산사거리점
"[37.52809413226558,126.73421625571976]",인천광역시 계양구 작전동 645-8 ,이디야커피 작전점
"[37.6436205195041,126.6269376227686]",경기도 김포시 구래동 6885-3 ,이디야커피 김포구래점
"[37.643907113765636,126.66764429582375]",경기도 김포시 장기동 1620 ,이디야커피 김포장기동점
"[37.69132851175101,126.5986428535644]",경기도 김포시 통진읍 마송리 108-3 ,이디야커피 김포마송점
"[37.605656766352176,126.72280091495522]",경기도 김포시 풍무동 109-1 ,이디야커피 김포풍무점
"[37.60295338129658,126.76854271772854]",경기도 김포시 고촌읍 신곡리 1068-1 ,이디야커피 김포고촌점
"[37.622762187825586,126.69927503965825]",경기도 김포시 감정동 551-8 이삼메디컬 센터,이디야 김포감정동점
"[37.61944982309975,126.7193480313641]",경기도 김포시 사우동 928 ,이디야커피 김포사우점
"[37.65512867409135,126.68164359337135]",경기도 김포시 운양동 1297-1 ,이디야커피 김포운양점
"[37.645874974949066,126.68079870325472]",경기도 김포시 장기동 1996-4 ,이디야커피 김포전원마을점
"[37.623214536564234,126.71176175582029]",경기도 김포시 북변동 417-5 ,이디야커피 김포북변점
"[37.75198779243773,126.7667689180026]",경기도 파주시 금촌2동 988-1 ,이디야커피 금촌로데오점
"[37.572180955593915,126.80688168637363]",서울특별시 강서구 방화동 849 ,이디야커피 개화산역점
"[37.573213029434406,126.81183486019648]",서울특별시 강서구 방화동 569-12 ,이디야커피 방화사거리점
"[37.76543846539831,126.77443353693317]",경기도 파주시 금촌동 329-226 ,이디야 금촌역점
"[37.72510152485413,126.71773505872969]",경기도 파주시 동패동 3012-3 ,이디야 파주교하점
"[37.58704957183535,126.7003949812269]",인천광역시 서구 당하동 100 ,이디야커피 인천원당점
"[37.592651835943556,126.67589611381604]",인천광역시 서구 당하동 924-3 ,이디야커피 인천당하점
"[37.5959016481804,126.66923683668414]",인천광역시 서구 마전동 622-2 ,이디야커피 인천마전점
"[37.61504204722191,126.6863953043442]",인천광역시 서구 불로동 325-4 ,이디야커피 인천불로점
"[37.75788410860671,126.7714487177167]",경기도 파주시 금촌동 944-29 ,이디야커피 파주금촌로터리점
"[37.68615582556813,126.71978907117996]",경기도 고양시 일산서구 가좌동 392-3 ,이디야커피 일산가좌마을점
"[37.76546537246203,126.77442174329586]",경기도 파주시 금촌동,이디야커피금촌역점
"[37.615140760141436,126.68635958791407]",인천광역시 서구 불로동 322 ,하이로드수학교습소
"[37.29576179088353,127.63605996214949]",경기도 여주시 홍문동,이디야커피여주중앙점
"[37.287667561821124,127.63826432695387]",경기도 여주시 홍문동,이디야커피여주중앙점
"[37.25217877242498,127.4905024089487]",경기도 이천시 부발읍 아미리 725-8 ,이디야커피 이천부발점
"[37.2940581521159,127.45910161746784]",경기도 이천시 증포동 47-4 ,이디야커피 이천이마트점
"[37.48881179049787,127.49182847137152]",경기도 양평군 양평읍 양근리 293-2 ,이디야커피 양평점
"[37.66215911204345,127.3032247064219]",경기도 남양주시 화도읍 마석우리 470-10 1층,이디야 남양주마석중앙점
"[37.65724099921248,127.30196731313056]",경기도 남양주시 화도읍 마석우리 383-1 성훈프라자 108호,이디야 남양주마석점
"[37.662212635948435,127.30313353187174]",경기도 남양주시 화도읍 마석우리,이디야커피남양주마석중앙점
"[37.65713234360334,127.30187766225785]",경기도 남양주시 화도읍 마석우리,이디야커피남양주마석점
"[37.69718369246048,127.205115897923]",경기도 남양주시 오남읍 양지리 94-1 ,이디야커피 남양주양지점
"[37.645373031892376,127.2349267148193]",경기도 남양주시 평내동 578-3 ,이디야커피 남양주평내점
"[37.65505482679344,127.24402990961994]",경기도 남양주시 호평동 640 메인시네마타워 111호,이디야 호평점
"[37.71494791105625,127.1978599356921]",경기도 남양주시 진접읍 금곡리 1094-1 104호,이디야 진접중앙점
"[37.712553078709846,127.18761001262325]",경기도 남양주시 진접읍 금곡리 1082 ,이디야커피 남양주금곡점
"[37.733795218745314,127.21223513639166]",경기도 남양주시 진접읍 금곡리 377 ,이디야커피 경복대점
"[37.70891786356653,127.18180891919427]",경기도 남양주시 진접읍 연평리 101-14 ,이디야커피 진접이마트점
"[37.656884715274096,127.27428299293757]",경기도 남양주시 화도읍 묵현리 458-4 ,이디야커피 남양주묵현점
"[37.717626197284744,127.18114602535961]",경기도 남양주시 진접읍 장현리 634-4 ,이디야커피 진접장현리점
"[37.655045889603414,127.24404133338432]",경기도 남양주시 호평동,이디야커피남양주호평점
"[37.62222555635494,127.08673173869869]",서울특별시 노원구 공릉동 90-4 ,이디야 서울여대점
"[37.51628664651047,127.10991311899915]",서울특별시 송파구 방이동 35-4 ,이디야커피 올림픽공원점
"[37.51377394282858,127.09937787669398]","서울특별시 송파구 잠실동 8 잠실역지하쇼핑센터 B-3,4",이디야커피 잠실역지하쇼핑센터점
"[37.51581184793366,127.11507701545271]",서울특별시 송파구 방이동 51-11 ,이디야 몽촌토성점
"[37.61858678883227,127.0776462849326]",서울특별시 노원구 공릉동 661-5 ,이디야커피 태릉입구역점
"[37.50722695382104,127.10579050931601]",서울특별시 송파구 송파동 15-4 ,이디야커피 석촌역점
"[37.512705064773385,127.09510366751907]",서울특별시 송파구 잠실동 27 ,이디야커피 잠실역점
"[37.59586136587738,127.08442687357078]",서울특별시 중랑구 상봉동 115-11 ,이디야커피 상봉역점
"[37.58115879317787,127.08822993902733]",서울특별시 중랑구 면목동 496-18 ,이디야커피 사가정역점
"[37.51070085043444,127.08524189432963]",서울특별시 송파구 잠실동 208 ,이디야커피 신천역점
"[37.62614831557146,127.07328195734922]",서울특별시 노원구 공릉동 386-6 ,이디야커피 공릉역점
"[37.62685442086767,127.07945868789152]",서울특별시 노원구 공릉동 421-19 현대프라자 1층,이디야 원자력병원점
"[37.5035244867849,127.10828896321611]",서울특별시 송파구 석촌동 290-2 ,이디야커피 석촌사거리점
"[37.58494613299045,127.08861399834356]",서울특별시 중랑구 면목본동 412-4 ,이디야커피 면목본동점
"[37.61400908403598,127.07758956166845]",서울특별시 중랑구 묵동 170-1 ,이디야커피 묵동자이점
"[37.51167215671951,127.11336132282067]",서울특별시 송파구 방이동 110-5 ,이디야커피 방이동점
"[37.55352840225751,127.07722639011209]",서울특별시 광진구 군자동 27-2 ,이디야커피 세종대정문점
"[37.51746457795441,127.10363216225596]",서울특별시 송파구 신천동 11-4 ,이디야커피 잠실월드점
"[37.53267619655701,127.07582013836972]",서울특별시 광진구 자양동 608-21 ,이디야커피 자양우성점
"[37.60313489491928,127.07891298790739]",서울특별시 중랑구 중화동 305-72 ,이디야커피 중화역점
"[37.53412785358213,127.09220855589552]",서울특별시 광진구 구의동 547 ,이디야커피 동서울터미널점
"[37.5517908224584,127.09018358047145]",서울특별시 광진구 구의동 53-9 ,이디야커피 아차산역점
"[37.52894842782836,127.122219348187]",서울특별시 강동구 성내동 556-2 ,이디야 강동구청점
"[37.50669745002894,127.10845481341228]",서울특별시 송파구 송파동 18-4 ,이디야커피 송파동점
"[37.54650566733005,127.07561547993033]",서울특별시 광진구 화양동 499-1 ,이디야커피 건대후문점
"[37.55568655579279,127.07897669899417]",서울특별시 광진구 능동 279-5 ,이디야커피 군자역점
"[37.54275372823111,127.07171252031154]",서울특별시 광진구 화양동 3-35 ,이디야커피 건대예술대점
"[37.54096085886723,127.09495465427183]",서울특별시 광진구 구의동 200-20 ,이디야커피 구의동점
"[37.53221372362872,127.08586173488553]",서울특별시 광진구 자양동 681-15 ,이디야커피 자양동점
"[37.58928698859459,127.08716833319416]",서울특별시 중랑구 면목동 126-8 ,이디야커피 면목역점
"[37.62830050950468,127.07771884901189]",서울특별시 노원구 공릉동 208-18 ,이디야커피 서울과학기술대점
"[37.59646182801738,127.08749968416414]",서울특별시 중랑구 상봉동 101 ,이디야커피 상봉중앙점
"[37.55898881298468,127.08070173327835]",서울특별시 광진구 중곡동 161-23 ,이디야커피 중곡중앙점
"[37.539790335716674,127.08338165797142]",서울특별시 광진구 구의동 251-54 ,이디야커피 광진구청점
"[37.650537873752384,127.0777045546724]",서울특별시 노원구 중계동 364-24 ,이디야커피 은행사거리점
"[37.503771206043474,127.11353393798652]",서울특별시 송파구 송파동 104-1 ,이디야커피 송파한양점
"[37.5723777797429,127.07486561385998]",서울특별시 동대문구 장안동 331-4 1층,이디야 장안동사거리점
"[37.40379508720292,127.09998427922018]",경기도 성남시 분당구 삼평동 618 ,이디야커피 판교우림W시티점
"[37.38573314833021,126.86021680173172]","경기도 시흥시 목감동 240-5 106, 107호",이디야 시흥목감점
"[37.26592238520261,127.08140136150787]",경기도 수원시 영통구 영통동 947-11 ,이디야커피 수원황골마을점
"[37.252010020817984,127.07221422927456]",경기도 수원시 영통구 영통동 994-1 ,이디야커피 영통코레일점
"[37.23791161751125,127.05671011754809]",경기도 수원시 영통구 망포동 558 ,이디야 수원망포점
"[37.25269689303862,127.0736261375099]",경기도 수원시 영통구 영통동,이디야커피수원영통점
"[37.23796684445077,127.05685594275049]",경기도 수원시 영통구 망포동,이디야커피수원망포점
"[37.229821253581065,127.07979978537355]",경기도 용인시 기흥구 농서동 산24 ,이디야커피 삼성기흥점
"[37.27571748730716,127.07334411583473]",경기도 용인시 기흥구 영덕동 985-3 ,이디야커피 흥덕이마트점
"[37.26955577456878,127.07011606430996]",경기도 용인시 기흥구 영덕동 751-3 ,이디야커피 용인IT밸리점
"[37.27509791384893,127.0713220649891]",경기도 용인시 기흥구 영덕동 986-1 ,이디야커피 용인흥덕점
"[37.22342048992929,127.06332470682288]",경기도 화성시 반월동,이디야커피화성삼성점
"[37.27159076420647,127.0687831044822]",경기도 용인시 기흥구 영덕동,이디야커피흥덕IT밸리점
"[37.23176472313331,127.08058756058405]",경기도 용인시 기흥구 농서동,이디야커피삼성전자화성점
"[37.20823567955347,127.0350887389721]",경기도 화성시 진안동 527-16 ,이디야커피 병점역점
"[37.199409673185876,127.0558038879371]",경기도 화성시 능동 1152-5 ,이디야커피 동탄폴리점
"[37.199938052081336,127.07365171144887]",경기도 화성시 반송동 106-7 ,이디야커피 동탄반송점
"[37.82892694791482,127.51431492263214]",경기도 가평군 가평읍 읍내리 475-9 ,이디야커피 가평점
"[37.86722836937179,126.78368272539316]",경기도 파주시 문산읍 당동리 890 ,이디야커피 문산당동점
"[37.857947929941346,126.78539208802687]",경기도 파주시 문산읍 문산리 7-6 ,이디야커피 문산점
"[37.65068348269834,126.88389800105031]",경기도 고양시 덕양구 삼송동 326 ,이디야커피 고양삼송점
"[37.6146335360922,126.83448633439815]",경기도 고양시 덕양구 행신동 761-4 ,이디야커피 행신역점
"[37.628939615775295,126.86852142280127]",경기도 고양시 덕양구 도내동 1089 ,이디야커피 원흥도내동점
"[37.663274347016035,126.88905920122684]",경기도 고양시 덕양구 신원동 621-3 ,이디야커피 삼송신원마을점
"[37.64387110105564,126.88668542718491]",경기도 고양시 덕양구 동산동 353 ,이디야커피 고양동산점
"[37.63518003351465,126.87190505452674]",경기도 고양시 덕양구 원흥동 276-5 ,이디야커피 원흥중앙점
"[37.56713458635676,126.98295825711033]",서울특별시 중구 남대문로1가 22-10 ,이디야커피
"[37.5657756337806,126.97896966325742]",서울특별시 중구 을지로1가 50-1 시티스타몰 525,이디야커피 시티스타몰점
"[37.56877976138287,126.98671672263747]",서울특별시 종로구 관철동 11-1 삼성빌딩101호,이디야 삼일빌딩점
"[37.56476628351174,126.90262399586652]",서울특별시 마포구 성산동 591-4 1층,이디야커피 마포구청점
"[37.58185854545975,127.00314864637951]",서울특별시 종로구 동숭동 1-67 ,이디야커피 대학로점
"[37.56439293318304,126.98476132748183]",서울특별시 중구 명동1가 34-1 ,이디야 명동점
"[37.59886691898535,126.91395727548552]",서울특별시 은평구 신사동 2-20 ,이디야커피 응암역점
"[37.57672761575946,126.97220863509808]",서울특별시 종로구 체부동 51 ,이디야커피 경복궁역점
"[37.57940946437461,126.89024993153622]",서울특별시 마포구 상암동 1605 ,이디야커피 상암DMC점
"[37.583760499553456,127.00110794199682]",서울특별시 종로구 명륜2가 32 ,이디야커피 혜화역점
"[37.57076285928153,126.98366737117753]",서울특별시 종로구 공평동 70 ,이디야커피 종로타워점
"[37.57712104291028,126.90183136312154]",서울특별시 은평구 증산동 223-27 ,이디야커피 디지털미디어시티역사점
"[37.56294671374159,126.98527898906848]",서울특별시 중구 명동2가 32-17 ,이디야커피 명동중앙점
"[37.56371808266232,126.97756022112074]",서울특별시 중구 태평로2가 52-2 ,이디야 북창동점
"[37.5768995499024,126.98583686499168]",서울특별시 종로구 재동 105-1 ,이디야커피 안국역점
"[37.57947926451154,126.92406595782535]",서울특별시 서대문구 남가좌동 324-35 ,이디야커피 명지대점
"[37.56302227500266,126.98149742028983]",서울특별시 중구 남대문로2가 118 해운센터 1층,이디야 소공점
"[37.587492507583555,126.94537308072242]",서울특별시 서대문구 홍제동 169-16 ,이디야커피 홍제역점
"[37.57727805011979,126.89067780370891]",서울특별시 마포구 상암동 1654 ,이디야커피 상암KBS점
"[37.61199265883391,126.91764002839213]",서울특별시 은평구 대조동 224-23 ,이디야 구산역점
"[37.63554502583573,126.91956445426153]",서울특별시 은평구 진관동 80-26 ,이디야커피 구파발역점
"[37.566399455006724,126.98653389671243]",서울특별시 중구 을지로2가 50 ,이디야커피 IBK점
"[37.56924339453847,126.97570746636148]",서울특별시 중구 태평로1가 72-2 ,이디야커피 세종로점
"[37.5672295960212,126.81805374463544]",서울특별시 강서구 마곡동 739-3 에스비타운 101호,이디야커피 신방화역점
"[37.62118028259242,126.92028213389538]",서울특별시 은평구 불광동 484-78 ,이디야커피 연신내통일로점
"[37.610513061639814,126.92928208573069]",서울특별시 은평구 대조동 14-1 ,이디야커피 불광점
"[37.57253080240262,126.9817981150275]",서울특별시 종로구 수송동 58 두산위브 파빌리온 108호,이디야 종로구청점
"[37.56695273868461,126.96514371060316]",서울특별시 서대문구 냉천동 248 ,이디야커피 서대문점
"[37.60533353805124,126.91072614257787]",서울특별시 은평구 역촌동 55-35 ,이디야커피 역촌동점
"[37.60158710137639,126.9296365243851]",서울특별시 은평구 녹번동 212 ,이디야커피 은평구청점
"[37.57041100036198,126.98570977294852]",서울특별시 종로구 종로2가 11-3 ,이디야 종로2호점
"[37.57358359252804,126.9879195428942]",서울특별시 종로구 낙원동 45-3 ,이디야 낙원동점
"[37.568278009563585,126.93184528975391]",서울특별시 서대문구 연희동 134-20 ,이디야커피 연희삼거리점
"[37.57572258994962,126.8977650789753]",서울특별시 마포구 상암동 1522 ,이디야커피 상암팬택점
"[37.56661433290532,126.84142668199613]",서울특별시 강서구 등촌동 684-3 ,이디야커피 양천향교역점
"[37.60877031270016,126.92688333338657]",서울특별시 은평구 녹번동 131-158 ,이디야커피 녹번동점
"[37.57557697776536,126.91217862976634]",서울특별시 서대문구 북가좌동 421-33 ,이디야 가재울점
"[37.562349393162776,126.92788911598879]",서울특별시 서대문구 연희동 353-100 ,이디야커피 연남동점
"[37.61814526383856,126.9333184338765]",서울특별시 은평구 불광동 13-22 배진하우스 1층,이디야커피 독바위역점
"[37.57820158901832,126.81331790449684]",서울특별시 강서구 방화동 830 ,이디야커피 방화역점
"[37.56545302915387,126.98964822534222]",서울특별시 중구 저동2가 78 ,이디야커피 을지로3가점
"[37.58840345760569,126.9166229896021]",서울특별시 은평구 응암동 599-24 ,이디야 응암중앙점
"[37.58190790630404,126.89629263417542]",서울특별시 은평구 수색동 102-20 ,이디야 수색역점
"[37.60894080792502,126.92087815893446]",서울특별시 은평구 대조동 179-1 ,이디야커피 역촌사거리점
"[37.56938405097637,126.97946376396128]",서울특별시 종로구 서린동 127 ,이디야 청계광장점
"[37.5623667209658,126.97446599569584]",서울특별시 중구 서소문동 120-35 ,이디야 태평로점
"[37.57379280554557,127.0019090158311]",서울특별시 종로구 효제동 65-2 ,이디야커피 종로5가점
"[37.56502932368937,126.8488766023935]",서울특별시 강서구 가양동 52-7 강서한강자이타워 B동 108-2호,이디야 강서한강자이점
"[37.58449269450185,126.99713536753475]",서울특별시 종로구 명륜2가 138-1 ,이디야 서울성균관대점
"[37.56324693394824,126.9731069663129]",서울특별시 중구 서소문동 53-1 ,이디야 서소문점
"[37.5642395220243,126.99315092403307]",서울특별시 중구 인현동1가 102-7 ,이디야 명보점
"[37.56800712495561,126.9692834651219]",서울특별시 중구 정동 23-8 ,이디야커피 정동점
"[37.61891402024173,126.91878570957797]",서울특별시 은평구 갈현동 454-5 ,이디야커피 연신내점
"[37.599501775972065,126.94823854532342]",서울특별시 서대문구 홍은동 9-336 ,이디야커피 홍은중앙길점
"[37.58457044787276,126.92410590515189]",서울특별시 서대문구 홍은동 347 ,이디야커피 명지전문대점
"[37.57849635562382,127.00192548192875]",서울특별시 종로구 연건동 77-2 ,이디야커피 방통대점
"[37.601213319627135,126.95631164673614]",서울특별시 종로구 홍지동 60-2 ,이디야커피 상명대점
"[37.232790405672816,127.2088903341291]",경기도 용인시 처인구 김량장동 42-9 ,이디야커피 용인터미널점
"[37.235040889305346,127.20317549734757]",경기도 용인시 처인구 김량장동 254-290 ,이디야커피 처인구청점
"[37.280485301836315,127.1134868488271]",경기도 용인시 기흥구 구갈동 353-4 ,이디야커피 용인기흥구청점
"[37.447042653594835,126.791501876276]",경기도 시흥시 대야동 568-1 ,이디야커피 시흥CGV점
"[37.44580480260361,126.79823465110162]",경기도 시흥시 대야동 579-2 하이베라스텔 104호,이디야커피 시흥대야점
"[37.441130490235636,126.78434211048895]",경기도 시흥시 신천동 712-9 ,이디야커피 시흥신천동점
"[37.378080641595055,126.78397179440924]",경기도 시흥시 장곡동 817-1 ,이디야커피 시흥장곡점
"[37.44821889007683,126.78670243115377]",경기도 시흥시 대야동 332-93 ,이디야커피 시흥우림아울렛점
"[37.388517013156445,126.73859948722048]",경기도 시흥시 월곶동 1014-3 ,이디야커피 시흥월곶점
"[37.44109375735078,126.78427490240865]",경기도 시흥시 신천동,이디야커피시흥신천점
"[37.458660673379384,126.63386473919758]",인천광역시 중구 신흥동3가 7-206 인하대병원 1층,이디야 인하대병원점
"[37.45130474567983,126.6374568832407]",인천광역시 남구 용현5동 617-60 ,이디야커피 인천용현점
"[37.46768190751377,126.70608178776715]",인천광역시 남동구 간석동 233-4 ,이디야커피 인천간석오거리역점
"[37.408651219212615,126.67079437815906]",인천광역시 연수구 동춘동 937 ,이디야커피 인천동춘동점
"[37.46578968380797,126.68081603066378]",인천광역시 남구 주안5동 24-47 ,이디야 인천주안cgv점
"[37.40220365075421,126.72263685966693]",인천광역시 남동구 논현동 624-7 ,이디야 인천논현역점
"[37.47365874922985,126.62963497717875]",인천광역시 중구 인현동 58-1 ,이디야커피 동인천역점
"[37.424215840700946,126.7504396929337]",인천광역시 남동구 서창동 664-1 ,이디야커피 인천서창점
"[37.442168230953,126.66987394493762]",인천광역시 남구 학익동 240-1 ,이디야커피 인천법원점
"[37.48033900448431,126.6354034692094]",인천광역시 동구 송현동 66-537 ,이디야커피 인천송현점
"[37.45348394858482,126.7211887994989]",인천광역시 남동구 구월4동 1268 ,이디야 인천모래내시장점
"[37.42462468002903,126.6468092980848]",인천광역시 연수구 옥련동 462-32 대명빌딩 2층,이디야 옥련점
"[37.46380508448368,126.67979965995528]",인천광역시 남구 주안동 227 ,이디야커피 인천주안역점
"[37.45318402292391,126.7076991569535]",인천광역시 남동구 구월동 1140-15 ,이디야 구월동길병원점
"[37.44830077242296,126.67839959568796]",인천광역시 남구 주안동 1462-12 ,이디야커피 신기시장점
"[37.47081884615732,126.70291889738039]",인천광역시 부평구 십정2동 474-1 ,이디야커피 동암코레일점
"[37.41216275902592,126.67780357015555]",인천광역시 연수구 연수동 601-9 ,이디야커피 연수구청점
"[37.394587882445094,126.6510650027846]",인천광역시 연수구 송도동 3-6 ,이디야커피 송도해양경찰청점
"[37.444730926150335,126.7026348820104]",인천광역시 남동구 구월1동 1462-2 노빌리안1차 111호,이디야커피 구월로데오점
"[37.443624843952215,126.73947167550554]",인천광역시 남동구 만수동 1030-5 ,이디야커피 인천만수로데오점
"[37.471730988210155,126.62579262127547]",인천광역시 중구 신포동 62-2 ,이디야커피 인천신포점
"[37.471196285570514,126.70036878722628]",인천광역시 부평구 십정동 406-3 비버리시티 107호,이디야 부평동암점
"[37.40259303501978,126.70953988921185]",인천광역시 남동구 논현동 647-2 ,이디야커피 인천호구포역점
"[37.46646510493611,126.62855677709422]",인천광역시 중구 신생동 38 ,이디야커피 동인천이마트점
"[37.46062687651252,126.709379587602]",인천광역시 남동구 간석동 195-3 ,이디야커피 인천간석래미안점
"[37.39948747146882,126.62973321625095]",인천광역시 연수구 송도동 30-3 ,이디야커피 송도국제업무지구역
"[37.39980723325636,126.73608366793074]",인천광역시 남동구 논현동 678-1 조은프라자 101호,이디야 소래포구역점
"[37.4519235118569,126.65450017015888]",인천광역시 남구 용현동 199-12 ,이디야 인하대점
"[37.40490025880332,126.69726798194378]",인천광역시 남동구 고잔동 637 산업단지공단본부빌딩 1층,이디야 남동공단점
"[37.458420329585195,126.68981827395626]",인천광역시 남구 주안동 956-1 ,이디야커피 인천석바위점
"[37.45199791773443,126.71958661851086]",인천광역시 남동구 구월동 1273 ,이디야 구월롯데캐슬점
"[37.47766941925928,126.65008164397851]",인천광역시 동구 송림동 31-15 ,이디야커피 인천재능대점
"[37.39865240711164,126.72587074003374]",인천광역시 남동구 논현동 746-3 우리들메디타워 1층,이디야 인천논현남부점
"[37.45688435372504,126.70414295249635]",인천광역시 남동구 간석동 482-20 ,이디야커피 인천시청점
"[37.45240756696358,126.70180156717562]",인천광역시 남동구 구월동 1131-3 구월중앙프라자 B동 105호,이디야커피 인천CGV점
