"고유번호","구명","품계수종","수고","관리등급","위치","환경영향","전정","도로길이","구번호","전선유무","순번","품계활력","흉고지름","품계위치","수관너비","현존유무","관리기관","피해정도","주변토지사용상태","방재","관리방안","수목고유번호","차선수","보호덮개","가로명","가치등급","품계퓽고","수목명","X 좌표","Y 좌표"
"OBJECTID","GU_NM","TRE_SOM","THT_HG","MGE_LVL","LC","EVMT_IFNE","RPRUNG_CN","ROAD_LT","GU_NO","ETRC_YNO","SN","ITM_ERY","BHT_DM","RNK_LC_CN","WTRTB_BT","EXT_YNO","MGE_ORG","DME_ETT","CMFE_LU_STTN","DSPRVN_CN","MGE_MTE","TRE_IDN","TFCLNE_CO","PTN_CVR","WIDTH_NM","VAL_LVL","RNK_BHT_HG","WDPT_NM","X","Y"
"20000031","중구","8","5","2","광희초등학교","0","","0","02","2","306","8","18","12","3","0","공원녹지과","0","0","2010. 진딧물 방제","0","2-다산로-가-0312","","1","다산로","0","3","느티나무","201413.805","451774.53"
"20000032","중구","4","3.5","2","","0","","1150","02","2","1","8","12","9","3","0","공원녹지과","0","0","","0","2-돈화문로-가-00051","","1","돈화문로","0","6","이팝나무","199369.423","451738.693"
"20000033","중구","4","3.5","2","","0","","1150","02","2","1","8","12","9","3","0","공원녹지과","0","0","","0","2-돈화문로-가-00077","","1","돈화문로","0","6","이팝나무","199340.344","452056.363"
"20000035","중구","8","8","1","삼각동","0","","0","02","2","149","8","15","12","6","0","공원녹지과","2","0","2010. 진딧물 및 흰불나방 등 지상방제","0","2-청계천로-가-0152","","1","청계천로","0","6","회화나무","198644.22","452093.71"
"20000036","중구","8","10","1","신한은행","0","","0","02","2","400","8","25","12","5","0","공원녹지과","","0","2010. 흡즙성및천공성 해충종합방제","0","2-태평로-가-0400","","1","태평로","0","6","소나무","197773.066","451247.136"
"20000037","중구","8","7","2","삼성APT","0","","0","02","2","241","8","17","6","5","0","공원녹지과","2","0","","0","2-금호동길-가-0241","","1","금호동길","0","3","은행나무","201493.039","451036.996"
"20000038","중구","8","24","2","부림빌딩","0","","0","02","2","236","8","24","9","12","0","공원녹지과","2","0","","0","2-을지로-가-0236","","1","을지로","0","6","은행나무","198239.328","451924.589"
"20000040","중구","4","10","2","포스코","0","","0","02","2","34","8","25","9","5","0","공원녹지과","","0","2010. 흡즙성및천공성 해충종합방제","0","2-칠패길-가-0034","","1","칠패길","0","9","소나무","197510.19","451128.34"
"20000041","중구","8","12","2","예원학교","0","","0","02","2","92","8","28","6","7","0","공원녹지과","2","0","","0","2-덕수궁길-가-0091","","1","덕수궁길","0","6","은행나무","197505.195","451858.708"
"20000042","중구","8","15","2","신아일보","0","","0","02","2","87","8","25","6","8","0","공원녹지과","2","0","","0","2-덕수궁길-가-0086","","1","덕수궁길","0","6","은행나무","197526.039","451844.905"
"20000043","중구","8","30","1","파출소","0","","0","02","2","235","8","35","12","14","0","공원녹지과","2","0","","0","2-태평로-가-0235","","1","태평로","0","9","은행나무","197953.636","451888.686"
"20000044","중구","8","16","1","부산은행","0","","0","02","2","293","8","30","12","6","0","공원녹지과","2","0","","0","2-을지로-가-0293","","1","을지로","0","6","은행나무","198213.646","451843.442"
"20000045","중구","8","14","1","상동교회","0","","0","02","2","99","8","30","12","5","0","공원녹지과","2","0","","0","2-남대문로-가-099","","1","남대문로","0","6","은행나무","198160.524","451287.799"
"20000046","중구","4","12","1","","0","","0","02","1","96","8","15","9","8","0","공원녹지과","2","0","","0","2-배오개길-가-0096","","1","배오개길","0","12","은행나무","199834.929","451777.456"
"20000047","중구","8","28","1","삼성전자입구","0","","0","02","2","131","8","32","12","14","0","공원녹지과","2","0","","0","2-훈련원로-가-0131","","1","훈련원로","0","9","은행나무","200266.201","451507.329"
"20000049","중구","8","10","1","마포로5구역","0","","0","02","2","126","8","20","12","5","0","공원녹지과","1","0","","0","2-서소문로-가-0126","","1","서소문로","0","6","소나무","197057.091","451267.284"
"20000050","중구","8","16","1","중앙일보사","0","","0","02","2","158","8","31","12","10","0","공원녹지과","2","0","","0","2-서소문로-가-0160","","1","서소문로","0","9","은행나무","197401.466","451394.95"
"20000051","중구","8","12","1","동대문운동장","0","","0","02","2","223","8","26","12","6","0","공원녹지과","1","0","","0","2-홍인문로-가-0219","","1","홍인문로","0","6","은행나무","200681.351","451744.123"
"20000052","중구","8","13","2","서울역","0","","0","02","2","170","8","10","12","6","0","공원녹지과","2","0","","0","2-의주로-가-0170","","1","의주로","0","3","은행나무","197474.833","450950.128"
"20000053","중구","8","8","2","동국대","0","","0","02","2","1","8","15","12","6","0","공원녹지과","2","0","2010. 진딧물 및 흰불나방 등 지상방제","0","2-장춘단길-가-0005","","1","장춘단길","0","3","회화나무","200507.942","451026.249"
"20000054","중구","8","15","1","한빛은행","0","","0","02","2","73","8","35","12","7","0","공원녹지과","2","0","","0","2-반포로-가-0073","","2","반포로","0","9","은행나무","198486.551","450970.22"
"20000056","중구","8","30","1","정화측기사","0","","0","02","2","169","8","40","12","12","0","공원녹지과","2","0","","0","2-남대문로-가-0175","","1","남대문로","0","9","은행나무","198499.865","451947.899"
"20000057","중구","8","8","2","동국대","0","","0","02","2","1","8","15","12","6","0","공원녹지과","2","0","2010. 진딧물 및 흰불나방 등 지상방제","0","2-장춘단길-가-0066","","1","장춘단길","0","3","회화나무","200346.56","450659.172"
"20000058","중구","8","18","1","신남문빌딩","0","","0","02","2","61","8","31","12","9","0","공원녹지과","2","0","","0","2-남대문로-가-0061","","1","남대문로","0","9","은행나무","197799.598","451061.352"
"20000060","중구","8","10","1","마포로5구역","0","","0","02","2","127","8","20","12","5","0","공원녹지과","1","0","","0","2-서소문로-가-0127","","1","서소문로","0","6","소나무","197062.705","451271.962"
"20000062","중구","8","8","2","","0","","0","02","2","197","8","15","9","6","0","공원녹지과","2","0","2010. 진딧물 방제","0","2-동호로-가-0200","","1","동호로","0","6","느티나무","201074.035","450322.597"
"20000063","중구","8","8","2","","0","","0","02","2","197","8","15","9","6","0","공원녹지과","2","0","2010. 진딧물 방제","0","2-동호로-가-0212","","1","동호로","0","6","느티나무","201087.441","450227.924"
"20000064","중구","8","8","2","","0","","0","02","2","197","8","15","9","6","0","공원녹지과","2","0","2010. 진딧물 방제","0","2-동호로-가-0225","","1","동호로","0","6","느티나무","201085.543","450275.509"
"20000252","중구","8","16","1","중구자원재활용처리장","0","","0","02","2","141","8","32","12","8","0","공원녹지과","2","0","","0","2-서소문로-가-0143","","1","서소문로","0","9","은행나무","197199.969","451338.518"
"20000253","중구","8","15","2","중구자원재활용처리장","0","","0","02","2","151","8","16","12","7","0","공원녹지과","2","0","","0","2-서소문로-가-0153","","1","서소문로","0","3","은행나무","197299.847","451365.84"
"20000254","중구","8","18","1","부산은행","0","","0","02","2","290","8","24","12","6","0","공원녹지과","2","0","","0","2-을지로-가-0290","","1","을지로","0","6","은행나무","198231.446","451842.99"
"20000255","중구","8","20","1","동아빌딩","0","","0","02","2","219","8","24","12","9","0","공원녹지과","2","0","","0","2-남대문로-가-0225","","1","남대문로","0","6","은행나무","198372.55","452042.094"
"20000256","중구","8","18","2","동아빌딩","0","","0","02","2","200","8","23","6","8","0","공원녹지과","2","0","","0","2-청계천로-가-0200","","1","청계천로","0","6","은행나무","198329.812","452105.298"
"20000257","중구","4","24","1","거북이 곱창","0","","0","02","2","40","8","60","9","12","0","공원녹지과","2","0","2010. 방패벌레 수간주사 및 흰불나방 지상방제","0","2-난계로-가-0040","","1","난계로","0","12","양버즘나무","202070.122","451951.413"
"20000258","중구","8","10","1","동대문운동장","0","","0","02","2","221","8","25","12","5","0","공원녹지과","2","0","","0","2-홍인문로-가-0217","","1","홍인문로","0","6","은행나무","200677.518","451731.338"
"20000259","중구","8","15","1","국민은행","0","","0","02","2","56","8","31","9","6","0","공원녹지과","2","0","","0","2-무교동길-가-0056","","1","무교동길","0","9","은행나무","198162.562","452107.161"
"20000260","중구","4","23","1","","0","","0","02","1","257","8","42","12","12","1","공원녹지과","2","0","2010. 방패벌레 수간주사 및 흰불나방 지상방제","0","2-소파길-가-0257","","1","소파길","0","12","양버즘나무","199073.455","451248.608"
"20000261","중구","8","7","1","중앙일보","0","","0","02","2","47","8","20","12","4","0","공원녹지과","2","0","2010.흡즙성해충 등 종합방제","0","2-숭례성터길-가-0047","","1","숭례성터길","0","6","소나무","197475.897","451269.496"
"20000263","중구","4","10","1","","0","","0","02","1","122","8","25","9","5","0","공원녹지과","","0","2010. 흡즙성및천공성 해충종합방제","0","2-배오개길-가-0122","","1","배오개길","0","12","소나무","199855.66","451465.441"
"20000264","중구","8","4","2","남정빌딩","0","","0","02","2","101","8","12","12","4","0","공원녹지과","2","0","2010. 진딧물 방제","0","2-소월길-가-0101","","1","소월길","0","3","느티나무","197894.531","451020.406"
"20000265","중구","8","18","1","서울시의회","0","","0","02","2","213","8","25","12","12","0","공원녹지과","2","0","","0","2-태평로-가-0213","","1","태평로","0","6","은행나무","197958.393","452026.065"
"20000266","중구","8","8","2","한국통신","0","","0","02","2","240","8","30","12","3","0","공원녹지과","2","0","2010. 진딧물 및 흰불나방 등 지상방제","0","2-다산로-가-0247","","1","다산로","0","3","회화나무","201443.899","451835.403"
"20000267","중구","8","12","2","롯데백화점","0","","0","02","2","315","8","16","12","7","0","공원녹지과","2","0","","0","2-을지로-가-0315","","1","을지로","0","3","은행나무","198346.236","451819.143"
"20000268","중구","8","13","2","SK빌딩","0","","0","02","2","216","8","17","12","7","0","공원녹지과","2","0","","0","2-을지로-가-0216","","1","을지로","0","3","은행나무","198646.295","451849.169"
"20000270","중구","8","18","1","신안빌딩","0","","0","02","2","300","8","28","12","12","0","공원녹지과","2","0","","0","2-훈련원로-가-0302","","1","훈련원로","0","6","은행나무","200219.703","451380.211"
"20000271","중구","8","16","2","오장동함흥냉면","0","","0","02","1","232","8","22","6","7","0","공원녹지과","2","0","","0","2-마른내길-가-0232","","1","마른내길","0","6","은행나무","199568.603","451631.883"
"20000272","중구","8","8","1","안국약국","0","","0","02","1","144","8","21","12","3","0","공원녹지과","2","0","","0","2-왕십리길-가-0145","","1","왕십리길","0","6","은행나무","201703.519","451780.269"
"20000273","중구","8","16","1","디오센터","0","","0","02","2","120","8","52","12","8","0","공원녹지과","2","0","","0","2-서소문로-가-0122","","1","서소문로","0","12","은행나무","197042.123","451241.484"
"20000276","중구","8","7","2","삼성APT","0","","0","02","1","288","8","17","6","3","0","공원녹지과","2","0","","0","2-금호동길-가-0288","","1","금호동길","0","3","은행나무","201661.591","451056.518"
"20000277","중구","8","14","1","한화빌딩","0","","0","02","2","16","8","30","12","8","0","공원녹지과","2","0","","0","2-을지로-가-0523","","2","태평로1가로","0","6","은행나무","198749.841","452000.165"
"20000278","중구","6","6","3","약수사거리","0","","0","02","2","35","8","12","6","6","0","공원녹지과","2","0","2010. 진딧물 및 흰불나방 방제","0","2-동호로-가-0035","","1","동호로","0","3","왕벚나무","201048.356","450551.379"
"20000279","중구","6","5","3","서울지방국토관리청","0","","0","02","2","159","6","10","6","2","0","공원녹지과","2","0","","0","2-덕수궁길-가-0159","","1","덕수궁길","0","3","상수리나무","197357.462","451959.303"
"20000280","중구","8","15","2","경찰서","0","","0","02","2","55","8","20","9","8","0","공원녹지과","2","0","","0","2-마장로-가-0055","","1","마장로","0","3","은행나무","201381.399","452063.532"
"20000281","중구","4","16","1","성동공고","0","","0","02","1","41","8","42","12","6","0","공원녹지과","2","0","","0","2-마장로-가-0041","","1","마장로","0","12","은행나무","201545.041","452077.177"
"20000283","중구","8","8","1","두산타워","0","","0","02","2","13","8","24","12","5","0","공원녹지과","2","0","","0","2-홍인문로-가-0010","","1","홍인문로","0","6","은행나무","200818.702","452105.83"
"20000284","중구","8","32","1","효령빌딩","0","","0","02","2","31","8","45","9","15","0","공원녹지과","2","0","","0","2-무교동길-가-0031","","1","무교동길","0","12","은행나무","198174.328","452051.605"
"20000285","중구","8","12","1","부산은행","0","","0","02","2","295","8","31","12","7","0","공원녹지과","2","0","","0","2-을지로-가-0295","","1","을지로","0","9","은행나무","198190.226","451843.186"
"20000286","중구","8","11","2","국립의료원","0","","0","02","2","89","8","20","12","4","0","공원녹지과","2","0","","0","2-을지로-가-0089","","1","을지로","0","3","은행나무","200403.567","451946.718"
"20000287","중구","8","15","2","기업은행","0","","0","02","2","200","8","18","12","7","0","공원녹지과","2","0","","0","2-을지로-가-0200","","1","을지로","0","3","은행나무","198835.564","451854.994"
"20000288","중구","8","22","3","오장동함흥냉면","0","","0","02","2","260","6","19","6","16","0","공원녹지과","1","0","","0","2-마른내길-가-0260","","1","마른내길","0","3","은행나무","199962.549","451650.364"
"20000290","중구","4","9","3","영미상가","0","","0","02","2","3","8","30","6","7","0","공원녹지과","2","0","","0","2-마장로-가-0003","","1","마장로","0","6","은행나무","202030.83","452056.025"
"20000291","중구","4","27","1","서울역","0","","0","02","2","22","8","60","12","14","0","공원녹지과","2","0","2010. 방패벌레 수간주사 및 흰불나방 지상방제","0","2-청파로-가-0044","","2","청파로","0","12","양버즘나무","197306.324","450940.649"
"20000292","중구","8","17","1","신성당약국","0","","0","02","2","331","8","30","12","9","0","공원녹지과","2","0","","0","2-퇴계로-가-0331","","1","퇴계로","0","6","은행나무","198271.725","451104.509"
"20000293","중구","8","16","1","한국은행","0","","0","02","2","7","8","33","12","8","0","공원녹지과","2","0","","0","2-태평로-가-0007","","1","태평로","0","9","은행나무","197889.018","451292.167"
"20000294","중구","8","19","1","신남문빌딩","0","","0","02","2","43","8","30","12","9","0","공원녹지과","2","0","","0","2-남대문로-가-0043","","1","남대문로","0","6","은행나무","197775.832","451080.558"
"20000295","중구","8","15","2","대경빌딩","0","","0","02","2","422","8","30","6","10","0","공원녹지과","2","0","","0","2-태평로-가-0427","","1","태평로","0","6","은행나무","197718.891","451257.416"
"20000297","중구","4","27","1","계상양국","0","","0","02","2","97","8","41","12","16","0","공원녹지과","2","0","2010. 방패벌레 수간주사 및 흰불나방 지상방제","0","2-삼일로-가-0098","","1","삼일로","0","12","양버즘나무","199007.615","451390.98"
"20000298","중구","8","17","1","서울역","0","","0","02","2","16","8","35","12","9","0","공원녹지과","2","0","","0","2-의주로-가-0016","","1","의주로","0","9","은행나무","197510.874","451014.425"
"20000299","중구","8","19","2","보영약국","0","","0","02","2","201","8","14","12","14","0","공원녹지과","2","0","","0","2-훈련원로-가-0201","","1","훈련원로","0","3","은행나무","200199.037","452163.282"
"20000300","중구","8","13","2","장충체육관","0","","0","02","2","161","8","17","9","7","0","공원녹지과","2","0","","0","2-동호로-가-0161","","1","동호로","0","3","은행나무","200792.534","450814.179"
"20000301","중구","8","13","2","약수약국","0","","0","02","2","197","8","28","9","6","0","공원녹지과","2","0","","0","2-금호동길-가-0197","","1","금호동길","0","6","은행나무","201190.103","451197.774"
"20000302","중구","8","10","1","마포로5구역","0","","0","02","2","122","8","20","12","5","0","공원녹지과","1","0","","0","2-서소문로-가-0124","","1","서소문로","0","6","소나무","197047.734","451258.395"
"20000303","중구","8","14","1","자유웨딩홀","0","","0","02","1","116","8","35","9","10","0","공원녹지과","2","0","","0","2-장춘단길-가-0125","","1","장춘단길","0","9","은행나무","200165.828","450318.115"
"20000304","중구","8","11","2","광화문파출소","0","","0","02","2","194","8","24","6","5","0","공원녹지과","2","0","2010. 진딧물 방제","0","2-태평로-가-0194","","1","태평로","0","6","느티나무","197880.47","452143.698"
"20000305","중구","6","6","3","희래정","0","","0","02","2","151","8","10","6","3","0","공원녹지과","2","0","","0","2-덕수궁길-가-0151","","1","덕수궁길","0","0","상수리나무","197336.141","451987.874"
"20000306","중구","8","5","2","덕수궁돌담길","0","","0","02","2","23","8","16","6","4","0","공원녹지과","2","0","2010. 진딧물 방제","0","2-덕수궁길-가-0023","","1","덕수궁길","0","3","느티나무","197784.469","451707.431"
"20000308","중구","8","35","1","장안빌딩","0","","0","02","2","52","8","45","12","10","0","공원녹지과","2","0","","0","2-서소문로-가-0053","","1","서소문로","0","12","은행나무","197521.204","451461.99"
"20000309","중구","8","18","2","길도빌딩","0","","0","02","2","141","8","23","6","12","0","공원녹지과","2","0","","0","2-덕수궁길-가-0141","","1","덕수궁길","0","6","은행나무","197314.946","452026.04"
"20000310","중구","8","9","2","국립의료원","0","","0","02","2","83","8","14","12","6","0","공원녹지과","2","0","","0","2-을지로-가-0083","","1","을지로","0","3","은행나무","200410.103","451968.167"
"20000312","중구","8","14","1","서울역","0","","0","02","2","205","8","27","12","8","0","공원녹지과","2","0","","0","2-의주로-가-0205","","1","의주로","0","6","은행나무","197331.463","451340.871"
"20000313","중구","8","11","1","서울역","0","","0","02","2","194","8","30","12","7","0","공원녹지과","2","0","","0","2-의주로-가-0194","","1","의주로","0","6","은행나무","197381.63","451253.106"
"20000314","중구","8","8","2","보영약국","0","","0","02","1","9","8","18","6","4","0","공원녹지과","2","0","","0","2-마른내길-가-0009","","2","마른내길","0","3","은행나무","200538.708","451677.697"
"20000065","중구","8","8","2","","0","","0","02","2","197","8","15","9","6","0","공원녹지과","2","0","2010. 진딧물 방제","0","2-동호로-가-0238","","1","동호로","0","6","느티나무","201130.288","450273.935"
"20000066","중구","8","8","1","중림주차장","0","","0","02","2","90","8","30","12","6","0","공원녹지과","2","0","","0","2-서소문로-가-0091","","1","서소문로","0","6","은행나무","196824.893","451095.195"
"20000067","중구","8","13","1","서소문공원","0","","0","02","2","40","8","25","12","6","0","공원녹지과","2","0","","0","2-칠패길-가-0040","","1","칠패길","0","6","은행나무","197348.826","451120.341"
"20000059","중구","8","15","2","남산빌딩","0","","0","02","2","9","8","25","9","8","0","공원녹지과","2","0","","0","2-소파길-가-0009","","1","소파길","0","6","은행나무","198900.393","451086.997"
"20000069","중구","8","18","1","검도용품","0","","0","02","2","73","8","30","12","9","0","공원녹지과","2","0","","0","2-홍인문로-가-0068","","1","홍인문로","0","6","은행나무","200609.071","451558.283"
"20000070","중구","8","9","2","남대문빌딩","0","","0","02","2","17","8","28","9","14","0","공원녹지과","2","0","2010. 진딧물 방제","0","2-칠패길-가-0017","","1","칠패길","0","6","느티나무","197650.07","451149.947"
"20000071","중구","8","6","2","덕수궁돌담길","0","","0","02","2","5","8","14","6","5","0","공원녹지과","2","0","2010. 진딧물 방제","0","2-덕수궁길-가-0005","","1","덕수궁길","0","3","느티나무","197883.422","451715.813"
"20000072","중구","8","18","2","서울지방국토관리청","0","","0","02","2","168","8","25","6","15","0","공원녹지과","2","0","","0","2-덕수궁길-가-0168","","1","덕수궁길","0","6","은행나무","197394.301","451914.494"
"20000073","중구","8","10","1","마포로5구역","0","","0","02","2","128","8","20","12","5","0","공원녹지과","1","0","","0","2-서소문로-가-0128","","1","서소문로","0","6","소나무","197069.723","451276.641"
"20000075","중구","4","3.5","2","","0","","1150","02","2","1","8","12","9","3","0","공원녹지과","0","0","","0","2-돈화문로-가-00038","","1","돈화문로","0","6","이팝나무","199381.426","451617.243"
"20000076","중구","8","14","1","쌍용자동차","0","","0","02","2","120","8","25","12","6","0","공원녹지과","2","0","","0","2-동호로-가-0120","","1","동호로","0","6","은행나무","200707.258","450980.972"
"20000077","중구","8","14","1","남산","0","","0","02","2","30","8","33","9","8","0","공원녹지과","2","0","","0","2-소월길-가-0030","","1","소월길","0","9","은행나무","198047.015","450587.269"
"20000078","중구","4","3.5","2","","0","","1150","02","2","1","8","12","9","3","0","공원녹지과","0","0","","0","2-돈화문로-가-000137","","1","돈화문로","0","6","이팝나무","199378.417","451500.513"
"20000079","중구","8","10","1","마포로5구역","0","","0","02","2","129","8","20","12","5","0","공원녹지과","1","0","","0","2-서소문로-가-0129","","1","서소문로","0","6","소나무","197074.869","451280.383"
"20000080","중구","4","3.5","1","","0","","1400","02","2","1","8","12","12","3","0","공원녹지과","2","0","","0","2-수표다릿길-가-00075","","1","수표다릿길","0","0","이팝나무","199086.435","452009.583"
"20000081","중구","8","17","2","오장동함흥냉면","0","","0","02","1","242","6","41","6","8","0","공원녹지과","2","0","","0","2-마른내길-가-0242","","1","마른내길","0","12","은행나무","199731.952","451631.829"
"20000001","중구","8","8","2","","0","","0","02","2","197","8","15","9","6","0","공원녹지과","2","0","2010. 진딧물 방제","0","2-동호로-가-0202","","1","동호로","0","6","느티나무","201072.992","450305.072"
"20000003","중구","8","10","1","마포로5구역","0","","0","02","2","125","8","20","12","5","0","공원녹지과","1","0","","0","2-서소문로-가-0125","","1","서소문로","0","6","소나무","197051.945","451262.137"
"20000004","중구","8","18","2","대경빌딩","0","","0","02","2","419","8","30","6","12","0","공원녹지과","2","0","","0","2-태평로-가-0424","","1","태평로","0","6","은행나무","197693.791","451274.647"
"20000005","중구","8","16","2","오장동함흥냉면","0","","0","02","1","254","8","31","6","7","0","공원녹지과","2","0","","0","2-마른내길-가-0254","","1","마른내길","0","9","은행나무","199907.753","451645.382"
"20000006","중구","8","16","2","정동교회","0","","0","02","2","201","8","24","6","8","0","공원녹지과","2","0","","0","2-덕수궁길-가-0200-1","","1","덕수궁길","0","6","은행나무","197562.971","451806.024"
"20000007","중구","8","9","2","파출소","0","","0","02","2","276","8","20","12","5","0","공원녹지과","2","0","","0","2-태평로-가-0276","","1","태평로","0","3","은행나무","197961.371","451882.598"
"20000008","중구","8","14","1","힐튼호텔","0","","0","02","2","6","8","31","9","8","0","공원녹지과","2","0","","0","2-소월길-가-0006","","1","소월길","0","9","은행나무","198144.488","450436.589"
"20000010","중구","8","17","2","동아빌딩","0","","0","02","2","202","8","28","6","10","0","공원녹지과","2","0","","0","2-청계천로-가-0202","","1","청계천로","0","6","은행나무","198327.086","452122.107"
"20000011","중구","8","12","2","삼성APT","0","","0","02","1","225","8","25","6","5","0","공원녹지과","2","0","","0","2-금호동길-가-0225","","1","금호동길","0","6","은행나무","201485.794","451086.347"
"20000012","중구","8","14","2","훼미리마트","0","","0","02","2","79","8","33","6","6","0","공원녹지과","2","0","","0","2-금호동길-가-0079","","1","금호동길","0","9","은행나무","201188.977","451209.068"
"20000013","중구","4","6","1","시대상사","0","","0","02","2","43","8","20","12","6","0","공원녹지과","2","0","2010. 진딧물 방제","0","2-청계천로-가-0082","","1","청계천로","0","12","느티나무","199442.374","452083.113"
"20000014","중구","4","30","1","덕수궁(태평로)","0","","0","02","2","251","8","35","12","12","0","공원녹지과","2","0","2010. 방패벌레 수간주사 및 흰불나방 지상방제","0","2-태평로-가-0251","","1","태평로","0","9","양버즘나무","197957.01","451792.796"
"20000015","중구","8","19","2","광화문파출소","0","","0","02","2","196","8","22","9","8","0","공원녹지과","2","0","","0","2-태평로-가-0196","","1","태평로","0","6","은행나무","197908.668","452164.303"
"20000017","중구","8","17","3","서울특별시별관","0","","0","02","2","248","8","20","3","18","0","공원녹지과","2","0","","0","2-덕수궁길-가-0244","","1","덕수궁길","0","3","은행나무","197684.892","451697.144"
"20000018","중구","8","12","2","교보생명","0","","0","02","2","153","8","25","6","8","0","공원녹지과","2","0","","0","2-덕수궁길-가-0153","","1","덕수궁길","0","6","은행나무","197341.014","451978.253"
"20000019","중구","8","6","1","조흥은행","0","","0","02","2","175","8","12","12","4","0","공원녹지과","2","0","","0","2-태평로-가-0175","","1","태평로","0","6","이팝나무","198011.42","452162.315"
"20000020","중구","8","30","2","효령빌딩","0","","0","02","2","32","8","30","9","15","0","공원녹지과","2","0","","0","2-무교동길-가-0032","","1","무교동길","0","6","은행나무","198174.317","452062.39"
"20000021","중구","8","16","1","디오센터","0","","0","02","2","116","8","35","12","8","0","공원녹지과","2","0","","0","2-서소문로-가-0118","","1","서소문로","0","9","은행나무","197021.768","451238.208"
"20000022","중구","8","8","1","남대문시장","0","","0","02","2","267","8","27","12","8","0","공원녹지과","1","0","","0","2-퇴계로-가-0267","","1","퇴계로","0","6","은행나무","197936.428","450907.28"
"20000024","중구","8","15","2","남산육교","0","","0","02","2","130","6","30","9","12","0","공원녹지과","2","0","","0","2-소월길-가-0130","","1","소월길","0","6","은행나무","197909.283","450850.281"
"20000025","중구","8","14","2","광신교효","0","","0","02","2","336","8","17","12","6","0","공원녹지과","2","0","","0","2-훈련원로-가-0338","","1","훈련원로","0","3","은행나무","200228.079","451361.215"
"20000026","중구","4","3.5","2","","0","","1150","02","2","1","8","12","9","3","0","공원녹지과","0","0","","0","2-돈화문로-가-000119","","1","돈화문로","0","6","이팝나무","199363.247","451666.198"
"20000027","중구","8","23","1","중구청","0","","0","02","2","47","8","32","9","16","0","공원녹지과","2","0","","0","2-배오개길-가-0047","","1","배오개길","0","9","은행나무","199851.739","451803.382"
"20000028","중구","8","17","2","남대문빌딩","0","","0","02","2","27","8","30","9","10","0","공원녹지과","2","0","","0","2-의주로-가-0027","","1","의주로","0","6","은행나무","197470.752","451158.614"
"20000029","중구","8","13","1","서울역","0","","0","02","2","179","8","31","12","7","0","공원녹지과","1","0","","0","2-의주로-가-0179","","1","의주로","0","9","은행나무","197460.373","451030.654"
"20000505","중구","8","18","1","남대문세무소","0","","0","02","1","45","8","24","12","8","0","공원녹지과","2","0","","0","2-삼일로-가-0046","","1","삼일로","0","6","은행나무","198920.662","451779.992"
"20000506","중구","8","19","1","퍼시스","0","","0","02","1","63","8","40","9","22","0","공원녹지과","2","0","","0","2-마른내길-가-0063","","1","마른내길","0","9","은행나무","199834.767","451653.131"
"20000507","중구","8","26","2","스카라극장","0","","0","02","2","137","8","14","9","16","0","공원녹지과","2","0","","0","2-돈화문로-가-0143","","1","돈화문로","0","3","은행나무","199379.211","451447.777"
"20000508","중구","8","13","1","한화종합금융","0","","0","02","2","130","8","30","12","8","0","공원녹지과","2","0","","0","2-청계천로-가-0130","","1","청계천로","0","6","은행나무","198833.944","452041.237"
"20000510","중구","8","20","1","국제빌딩","0","","0","02","2","234","8","30","12","8","0","공원녹지과","2","0","","0","2-남대문로-가-0240","","1","남대문로","0","6","은행나무","198457.91","452019.208"
"20000494","중구","8","4","2","덕수궁돌담길","0","","0","02","2","38","8","12","6","4","0","공원녹지과","2","0","2010. 진딧물 방제","0","2-덕수궁길-가-0038","","1","덕수궁길","0","3","느티나무","197714.213","451700.424"
"20000511","중구","8","15","1","시티은행","0","","0","02","2","223","8","22","12","7","0","공원녹지과","2","0","","0","2-청계천로-가-0223","","1","청계천로","0","6","은행나무","198244.95","452152.012"
"20000512","중구","8","15","1","한화빌딩","0","","0","02","2","139","8","24","12","8","0","공원녹지과","2","0","","0","2-청계천로-가-0139","","1","청계천로","0","6","은행나무","198784.279","452049.005"
"20000513","중구","8","12","2","한화빌딩","0","","0","02","2","142","8","16","12","8","0","공원녹지과","2","0","","0","2-청계천로-가-0142","","1","청계천로","0","3","은행나무","198760.423","452050.375"
"20000514","중구","8","27","1","대한항공","0","","0","02","2","17","8","40","12","10","0","공원녹지과","2","0","","0","2-서소문로-가-0017","","1","서소문로","0","9","은행나무","197772.129","451547.629"
"20000516","중구","8","8","1","삼각동","0","","0","02","2","148","8","15","12","6","0","공원녹지과","2","0","2010. 진딧물 및 흰불나방 등 지상방제","0","2-청계천로-가-0148","","1","청계천로","0","9","회화나무","198678.945","452084.004"
"20000517","중구","8","15","2","보영약국","0","","0","02","1","13","8","15","6","7","0","공원녹지과","1","0","","0","2-마른내길-가-0013","","2","마른내길","0","3","은행나무","200479.899","451691.849"
"20000518","중구","4","10","2","STX 본사","0","","0","02","1","39","8","25","9","5","0","공원녹지과","","0","2010. 흡즙성및천공성 해충종합방제","0","2-후암동길-가-0039","","1","후암동길","0","6","소나무","197747.111","450454.358"
"20000519","중구","8","20","2","예원학교","0","","0","02","2","94","8","30","6","12","0","공원녹지과","2","0","","0","2-덕수궁길-가-0093","","1","덕수궁길","0","6","은행나무","197497.935","451863.387"
