"고유번호","구명","품계수종","수고","관리등급","위치","환경영향","전정","도로길이","구번호","전선유무","순번","품계활력","흉고지름","품계위치","수관너비","현존유무","관리기관","피해정도","주변토지사용상태","방재","관리방안","수목고유번호","차선수","보호덮개","가로명","가치등급","품계퓽고","수목명","X 좌표","Y 좌표"
"OBJECTID","GU_NM","TRE_SOM","THT_HG","MGE_LVL","LC","EVMT_IFNE","RPRUNG_CN","ROAD_LT","GU_NO","ETRC_YNO","SN","ITM_ERY","BHT_DM","RNK_LC_CN","WTRTB_BT","EXT_YNO","MGE_ORG","DME_ETT","CMFE_LU_STTN","DSPRVN_CN","MGE_MTE","TRE_IDN","TFCLNE_CO","PTN_CVR","WIDTH_NM","VAL_LVL","RNK_BHT_HG","WDPT_NM","X","Y"
"20004418","중구","8","10","2","KCC파크타운","0","","0","02","1","56","8","20","6","4","0","공원녹지과","","0","2010. 흡즙성및천공성 해충종합방제","0","2-만리재길-가-0056","","1","만리재길","0","6","소나무","197031.31","450556.364"
"20004420","중구","8","10","2","만리치안센터","0","","0","02","1","62","8","20","6","4","0","공원녹지과","","0","2010. 흡즙성및천공성 해충종합방제","0","2-만리재길-가-0062","","1","만리재길","0","6","소나무","196959.376","450515.993"
"20004421","중구","8","10","2","KCC파크타운","0","","0","02","1","50","8","20","6","4","0","공원녹지과","","0","2010. 흡즙성및천공성 해충종합방제","0","2-만리재길-가-0050","","1","만리재길","0","6","소나무","197065.32","450562.97"
"20004422","중구","8","10","2","만리치안센터","0","","0","02","1","63","8","20","6","4","0","공원녹지과","","0","2010. 흡즙성및천공성 해충종합방제","0","2-만리재길-가-0063","","1","만리재길","0","6","소나무","196955.95","450513.057"
"20004423","중구","8","10","2","KCC파크타운","0","","0","02","1","51","8","20","6","4","0","공원녹지과","","0","2010. 흡즙성및천공성 해충종합방제","0","2-만리재길-가-0051","","1","만리재길","0","6","소나무","197062.139","450561.747"
"20004424","중구","8","10","2","","0","","0","02","1","59","8","20","6","4","0","공원녹지과","","0","2010. 흡즙성및천공성 해충종합방제","0","2-만리재길-가-0059","","1","만리재길","0","6","소나무","196979.195","450528.471"
"20004425","중구","8","10","1","약수역","0","","0","02","1","434","8","23","12","4","0","공원녹지과","2","0","2010. 흡즙성및천공성 해충종합방제","0","2-다산로-가-0434","","1","다산로","0","6","소나무","200822.686","450347.07"
"20004426","중구","8","8","1","예수그리스도교회","0","","0","02","2","223","8","20","12","6","0","공원녹지과","0","0","2010. 흡즙성및천공성 해충종합방제","0","2-다산로-가-0223","","2","다산로","0","9","소나무","201380.382","451457.341"
"20004428","중구","4","8","1","","0","","0","02","2","214","8","20","12","6","0","공원녹지과","0","0","2010. 흡즙성및천공성 해충종합방제","0","2-다산로-가-0214","","2","다산로","0","12","소나무","201319.416","451337.236"
"20004429","중구","8","8","2","농협","0","","0","02","2","231","8","20","12","3","0","공원녹지과","0","0","2010. 흡즙성및천공성 해충종합방제","0","2-다산로-가-0231","","1","다산로","0","3","소나무","201409.593","451534.119"
"20004430","중구","4","8","1","","0","","0","02","2","323","8","20","12","6","0","공원녹지과","0","0","2010. 흡즙성및천공성 해충종합방제","0","2-다산로-가-0329","","1","다산로","0","9","소나무","201344.958","451436.862"
"20004431","중구","4","6","2","새마을금고","0","","0","02","2","324","6","20","12","6","0","공원녹지과","0","0","2010. 흡즙성및천공성 해충종합방제","0","2-다산로-가-0330","","1","다산로","0","3","소나무","201341.909","451429.329"
"20004432","중구","4","8","1","","0","","0","02","2","328","8","20","12","6","0","공원녹지과","0","0","2010. 흡즙성및천공성 해충종합방제","0","2-다산로-가-0334","","1","다산로","0","9","소나무","201328.014","451400.813"
"20004434","중구","4","6","3","","0","","0","02","2","355","8","20","6","6","0","공원녹지과","0","0","2010. 흡즙성및천공성 해충종합방제","0","2-다산로-가-0362","","1","다산로","0","6","소나무","201171.682","451068.721"
"20004435","중구","4","6","3","","0","","0","02","2","355","8","20","6","6","0","공원녹지과","0","0","2010. 흡즙성및천공성 해충종합방제","0","2-다산로-가-0376","","1","다산로","0","6","소나무","201100.06","450911.669"
"20004436","중구","4","8","1","","0","","0","02","2","156","8","20","12","6","0","공원녹지과","0","0","2010. 흡즙성및천공성 해충종합방제","0","2-다산로-가-0156","","2","다산로","0","9","소나무","201055.835","450770.733"
"20004438","중구","4","6","3","","0","","0","02","2","355","8","20","6","6","0","공원녹지과","0","0","2010. 흡즙성및천공성 해충종합방제","0","2-다산로-가-0395","","1","다산로","0","6","소나무","201027.67","450752.564"
"20004439","중구","4","6","3","","0","","0","02","2","355","8","20","6","6","0","공원녹지과","0","0","2010. 흡즙성및천공성 해충종합방제","0","2-다산로-가-0405","","1","다산로","0","6","소나무","200988.925","450663.62"
"20004440","중구","8","8","2","남산타워APT","0","","0","02","2","564","8","15","9","5","0","공원녹지과","2","0","2010. 흡즙성및천공성 해충종합방제","0","2-다산로-가-0565","","1","다산로","0","3","소나무","200529.819","449747.206"
"20004441","중구","4","6","3","","0","","0","02","2","355","8","20","6","6","0","공원녹지과","0","0","2010. 흡즙성및천공성 해충종합방제","0","2-다산로-가-0412","","1","다산로","0","6","소나무","200958.82","450602.67"
"20005336","중구","8","8","2","약수사거리","0","","0","02","2","76","8","14","9","3","0","공원녹지과","2","0","","0","2-동호로-가-0076","","2","동호로","0","3","은행나무","200986.511","450552.203"
"20006339","중구","4","10","1","방산주차장","0","","0","02","2","117","8","25","12","5","0","공원녹지과","","0","2010. 흡즙성및천공성 해충종합방제","0","2-을지로-가-0117","","2","을지로","0","9","소나무","200131.974","451931.08"
"20006340","중구","4","10","1","","0","","0","02","2","118","8","15","12","5","0","공원녹지과","","0","2010. 흡즙성및천공성 해충종합방제","0","2-을지로-가-0118","","2","을지로","0","9","소나무","200112.289","451931.08"
"20006341","중구","4","10","1","","0","","0","02","2","119","8","15","12","5","0","공원녹지과","","0","2010. 흡즙성및천공성 해충종합방제","0","2-을지로-가-0119","","2","을지로","0","9","소나무","200102.764","451931.08"
"20006342","중구","4","10","1","","0","","0","02","2","120","8","15","12","5","0","공원녹지과","","0","2010. 흡즙성및천공성 해충종합방제","0","2-을지로-가-0120","","2","을지로","0","9","소나무","200094.509","451930.128"
"20006344","중구","4","10","1","","0","","0","02","2","121","8","15","12","5","0","공원녹지과","","0","2010. 흡즙성및천공성 해충종합방제","0","2-을지로-가-0121","","2","을지로","0","9","소나무","200087.206","451929.81"
"20006345","중구","4","10","1","","0","","0","02","2","142","8","20","12","5","0","공원녹지과","","0","2010. 흡즙성및천공성 해충종합방제","0","2-을지로-가-0142","","2","을지로","0","9","소나무","199708.745","451903.458"
"20006347","중구","4","10","1","","0","","0","02","2","133","8","25","12","5","0","공원녹지과","","0","2010. 흡즙성및천공성 해충종합방제","0","2-을지로-가-0133","","2","을지로","0","9","소나무","199906.231","451918.38"
"20006348","중구","4","10","1","","0","","0","02","2","131","8","25","12","5","0","공원녹지과","","0","2010. 흡즙성및천공성 해충종합방제","0","2-을지로-가-0131","","2","을지로","0","9","소나무","199936.076","451919.967"
"20006349","중구","4","10","1","","0","","0","02","2","122","8","25","12","5","0","공원녹지과","","0","2010. 흡즙성및천공성 해충종합방제","0","2-을지로-가-0122","","2","을지로","0","9","소나무","200025.611","451924.412"
"20006350","중구","4","10","1","","0","","0","02","2","124","8","20","12","5","0","공원녹지과","","0","2010. 흡즙성및천공성 해충종합방제","0","2-을지로-가-0124","","2","을지로","0","9","소나무","200001.798","451923.46"
"20006351","중구","4","10","1","","0","","0","02","2","126","8","25","12","5","0","공원녹지과","","0","2010. 흡즙성및천공성 해충종합방제","0","2-을지로-가-0126","","2","을지로","0","9","소나무","199986.558","451922.825"
"20006352","중구","4","10","1","","0","","0","02","2","127","8","20","12","5","0","공원녹지과","","0","2010. 흡즙성및천공성 해충종합방제","0","2-을지로-가-0127","","2","을지로","0","9","소나무","199977.668","451921.555"
"20006714","중구","4","20","1","풍년종합주방","0","","0","02","2","25","8","47","9","9","0","공원녹지과","2","0","2010. 방패벌레 수간주사 및 흰불나방 지상방제","0","2-난계로-가-0025","","1","난계로","0","12","양버즘나무","202067.49","452106.72"
"20006712","중구","8","5","2","","0","","0","02","2","61","8","12","6","5","0","공원녹지과","0","0","2010. 진딧물 및 흰불나방 방제","0","2-서애길-가-0061","","1","서애길","0","3","왕벚나무","199611.961","450796.97"
"20006715","중구","8","7","3","벽산","0","","0","02","2","46","8","20","3","4","0","공원녹지과","2","0","2010. 진딧물 방제","0","2-후암동길-가-0046","","1","후암동길","0","3","느티나무","197739.858","450521.14"
"20006716","중구","8","6","3","서울특별시별관","0","","0","02","2","230","8","12","3","8","0","공원녹지과","2","0","2010. 진딧물 방제","0","2-덕수궁길-가-0226","","1","덕수궁길","0","3","느티나무","197786.741","451693.268"
"20006717","중구","8","4","2","로터리","0","","0","02","2","47","8","8","6","3","0","공원녹지과","2","0","2010. 진딧물 방제","0","2-덕수궁길-가-0047","","1","덕수궁길","0","3","살구나무","197684.657","451741.899"
"20006718","중구","8","8","1","중림정육점","0","","0","02","1","127","8","26","12","7","0","공원녹지과","2","0","","0","2-청파로-가-0152","","1","청파로","0","6","은행나무","197253.874","450871.045"
"20006719","중구","8","9","2","한양공고","0","","0","02","2","32","8","15","6","5","0","공원녹지과","2","0","2010. 진딧물 방제","0","2-운동장길-가-032","","1","운동장길","0","3","느티나무","201122.142","451957.386"
"20006720","중구","8","11","2","한국은행","0","","0","02","2","18","8","18","12","8","0","공원녹지과","2","0","2010. 진딧물 방제","0","2-태평로-가-0018","","2","태평로","0","3","느티나무","197909.128","451333.371"
"20006722","중구","8","14","2","조이마트","0","","0","02","2","120","8","21","6","7","0","공원녹지과","2","0","","0","2-마른내길-가-0120","","1","마른내길","0","6","은행나무","199212.551","451679.235"
"20006724","중구","4","22","1","삼도빌딩","0","","0","02","2","78","8","35","12","8","0","공원녹지과","2","0","2010. 방패벌레 수간주사 및 흰불나방 지상방제","0","2-의주로-가-0081","","1","의주로","0","9","양버즘나무","197270.893","451503.405"
"20005391","중구","4","8","2","","0","","0","02","2","460","8","25","12","5","0","공원녹지과","","0","2010. 흡즙성및천공성 해충종합방제","0","2-퇴계로-가-0460","","1","퇴계로","0","6","소나무","199843.119","451391.156"
"20005392","중구","4","10","2","제일병원별관 앞","0","","0","02","2","461","8","25","12","5","0","공원녹지과","","0","2010. 흡즙성및천공성 해충종합방제","0","2-퇴계로-가-0461","","1","퇴계로","0","6","소나무","199887.569","451403.062"
"20005393","중구","8","10","1","롯데건설 모델하우스","0","","0","02","2","353","8","25","12","6","0","공원녹지과","","0","2010. 흡즙성및천공성 해충종합방제","0","2-남대문로-가-0335","","1","남대문로","0","6","소나무","197971.63","451261.896"
"20005394","중구","8","20","1","검도용품","0","","0","02","2","60","8","31","12","9","0","공원녹지과","2","0","","0","2-홍인문로-가-0055","","1","홍인문로","0","9","은행나무","200644.934","451729.302"
"20005395","중구","8","8","2","남산타워APT","0","","0","02","2","563","8","13","9","5","0","공원녹지과","2","0","2010. 흡즙성및천공성 해충종합방제","0","2-다산로-가-0563","","1","다산로","0","3","소나무","200542.666","449748.077"
"20005397","중구","4","13","2","송도병원 맞은편","0","","0","02","2","514","8","18","9","7","0","공원녹지과","2","0","2010. 흡즙성및천공성 해충종합방제","0","2-다산로-가-0514","","2","다산로","0","6","소나무","200677.542","450115.776"
"20005398","중구","8","10","2","","0","","0","02","2","426","8","20","12","5","0","공원녹지과","2","0","2010. 흡즙성및천공성 해충종합방제","0","2-다산로-가-0426","","1","다산로","0","3","소나무","200866.667","450404.88"
"20005399","중구","4","6","3","","0","","0","02","2","355","8","20","6","6","0","공원녹지과","0","0","2010. 흡즙성및천공성 해충종합방제","0","2-다산로-가-0381","","1","다산로","0","6","소나무","201081.265","450871.883"
"20005400","중구","4","6","3","청구역","0","","0","02","2","353","8","20","6","6","0","공원녹지과","0","0","2010. 흡즙성및천공성 해충종합방제","0","2-다산로-가-0359","","1","다산로","0","6","소나무","201188.437","451106.32"
"20005401","중구","8","6","2","정외과의원","0","","0","02","2","315","6","20","12","4","0","공원녹지과","0","0","2010. 흡즙성및천공성 해충종합방제","0","2-다산로-가-0321","","1","다산로","0","3","소나무","201395.167","451553.236"
"20005402","중구","4","8","2","흥인초교","0","","0","02","2","197","8","20","6","8","0","공원녹지과","0","0","2010. 흡즙성및천공성 해충종합방제","0","2-다산로-가-0197","","1","다산로","0","12","소나무","201242.72","451172.885"
"20005403","중구","8","19","2","신영빌딩","0","","0","02","1","544","8","27","9","7","0","공원녹지과","2","0","2010. 흡즙성및천공성 해충종합방제","0","2-다산로-가-0544","","2","다산로","0","6","소나무","200647.265","449949.593"
"20005405","중구","4","8","2","","0","","0","02","2","188","8","20","12","6","0","공원녹지과","0","0","2010. 흡즙성및천공성 해충종합방제","0","2-다산로-가-0188","","1","다산로","0","6","소나무","201181.419","451044.339"
"20006518","중구","4","3.5","1","쌍용빌딩","0","","1400","02","2","1","8","12","12","3","0","공원녹지과","2","0","","0","2-수표다릿길-가-0037","","1","수표다릿길","0","0","이팝나무","199126.733","451657.711"
"20006525","중구","8","22","1","태평빌딩","0","","0","02","2","44","8","23","12","13","0","공원녹지과","2","0","","0","2-태평로-가-0044","","1","태평로","0","6","은행나무","197947.904","451485.503"
"20006532","중구","8","8","2","신평화시장","0","","0","02","2","296","8","20","12","3","0","공원녹지과","2","0","2010. 흡즙성및천공성 해충종합방제","0","2-다산로-가-0296","","1","다산로","0","3","소나무","201388.382","452189.835"
"20003679","중구","8","14","1","한국프뢰벨","0","","0","02","2","101","8","23","12","10","0","공원녹지과","2","0","","0","2-동호로-가-0101","","1","동호로","0","6","은행나무","200816.659","450838.666"
"20003686","중구","8","23","2","남산","0","","0","02","2","3","6","40","9","10","0","공원녹지과","1","0","","0","2-소파길-가-0003","","2","소파길","0","9","은행나무","198968.273","451206.175"
"20003693","중구","8","12","1","검도용품","0","","0","02","2","80","8","24","12","8","0","공원녹지과","2","0","","0","2-홍인문로-가-0075","","1","홍인문로","0","6","은행나무","200593.416","451504.662"
"20003700","중구","4","3.5","1","","0","","1400","02","2","1","8","12","12","3","0","공원녹지과","2","0","","0","2-수표다릿길-가-000100","","1","수표다릿길","0","0","이팝나무","199087.027","451888.135"
"20003708","중구","8","14","1","남대문시장","0","","0","02","2","112","8","26","12","7","0","공원녹지과","2","0","2010. 흡즙성및천공성 해충종합방제","0","2-남대문로-가-0112","","2","남대문로","0","6","소나무","198268.458","451299.065"
"20003711","중구","8","14","1","남대문시장","0","","0","02","2","115","8","26","12","7","0","공원녹지과","2","0","2010. 흡즙성및천공성 해충종합방제","0","2-남대문로-가-0115","","2","남대문로","0","6","소나무","198282.148","451298.051"
"20003719","중구","8","14","1","남대문시장","0","","0","02","2","125","8","26","12","7","0","공원녹지과","2","0","2010. 흡즙성및천공성 해충종합방제","0","2-남대문로-가-0125","","2","남대문로","0","6","소나무","198418.033","451498.329"
"20003730","중구","8","4","2","","0","0","0","02","2","10","8","20","12","5","0","공원녹지과","0","0","2010. 흡즙성및천공성 해충종합방제","0","2-퇴계로-가-0010","","1","퇴계로","0","3","소나무","200841.63","451681.114"
"20004616","중구","8","10","2","KCC파크타운","0","","0","02","1","53","8","20","6","4","0","공원녹지과","","0","2010. 흡즙성및천공성 해충종합방제","0","2-만리재길-가-0053","","1","만리재길","0","6","소나무","197053.575","450560.279"
"20004638","중구","8","10","1","중구청","0","","0","02","2","113","8","25","9","5","0","공원녹지과","","0","2010. 흡즙성및천공성 해충종합방제","0","2-배오개길-가-0113","","1","배오개길","0","12","소나무","199847.376","451607.555"
"20004654","중구","4","10","2","","0","","0","02","1","4","8","20","9","5","0","공원녹지과","","0","2010. 흡즙성및천공성 해충종합방제","0","2-배오개길-가-0004","","1","배오개길","0","9","소나무","199873.671","451465.191"
"20004662","중구","4","10","2","","0","","0","02","1","7","8","20","9","5","0","공원녹지과","","0","2010. 흡즙성및천공성 해충종합방제","0","2-배오개길-가-0007","","1","배오개길","0","9","소나무","199872.401","451489.956"
"20005571","중구","4","16","3","삼성APT","0","","0","02","1","213","8","18","6","9","0","공원녹지과","2","0","2010. 방패벌레 수간주사 및 흰불나방 지상방제","0","2-금호동길-가-0213","","2","금호동길","0","3","양버즘나무","201375.132","451111.442"
"20005579","중구","4","8","2","굿모닝시티","0","","0","02","1","30","8","25","12","5","0","공원녹지과","","0","2010. 흡즙성및천공성 해충종합방제","0","2-을지로-가-0030","","1","을지로","0","6","소나무","200628.362","451857.532"
"20005589","중구","8","10","2","제일평화(주)","0","","0","02","2","145","8","25","6","5","0","공원녹지과","","0","2010. 흡즙성및천공성 해충종합방제","0","2-마장로-가-0145","","1","마장로","0","6","소나무","201015.069","452064.691"
"20005597","중구","8","8","2","성동공고","0","","0","02","2","293","8","20","12","3","0","공원녹지과","2","0","2010. 흡즙성및천공성 해충종합방제","0","2-다산로-가-0293","","1","다산로","0","3","소나무","201416.747","452166.944"
"20005605","중구","8","10","1","백림빌딩","0","","0","02","2","103","8","25","12","5","0","공원녹지과","","0","2010. 흡즙성및천공성 해충종합방제","0","2-홍인문로-가-0098","","1","홍인문로","0","6","소나무","200528.325","451317.343"
"20005614","중구","8","18","1","동국대","0","","0","02","2","109","8","34","12","10","0","공원녹지과","2","0","","0","2-홍인문로-가-0104","","1","홍인문로","0","9","은행나무","200511.021","451270.367"
"20007118","중구","8","10","2","","0","0","0","02","2","534","8","20","12","5","0","공원녹지과","0","0","2010. 흡즙성및천공성 해충종합방제","0","2-퇴계로-가-0534","","1","퇴계로","0","3","소나무","200775.942","451639.424"
"20007128","중구","4","3.5","2","","0","","1150","02","2","1","8","12","9","3","0","공원녹지과","0","0","","0","2-돈화문로-가-00079","","1","돈화문로","0","6","이팝나무","199321.026","452057.155"
"20007135","중구","8","16","2","한국은행","0","","0","02","2","346","8","20","12","10","0","공원녹지과","2","0","","0","2-남대문로-가-0328","","1","남대문로","0","3","은행나무","198046.897","451289.204"
"20004390","중구","8","10","2","","0","","0","02","1","16","8","20","6","4","0","공원녹지과","","0","2010. 흡즙성및천공성 해충종합방제","0","2-만리재길-가-0016","","1","만리재길","0","6","소나무","197202.337","450744.762"
"20006322","중구","4","10","1","국립의료원","0","","0","02","2","38","8","25","12","5","0","공원녹지과","","0","2010. 흡즙성및천공성 해충종합방제","0","2-을지로-가-0038","","2","을지로","0","9","소나무","200447.252","451893.932"
"20006330","중구","4","10","1","훈련원공원","0","","0","02","2","105","8","25","12","5","0","공원녹지과","","0","2010. 흡즙성및천공성 해충종합방제","0","2-을지로-가-0105","","2","을지로","0","9","소나무","200332.634","451919.65"
"20004473","중구","8","7","2","","0","","0","02","2","421","8","14","12","6","0","공원녹지과","2","0","2010. 흡즙성및천공성 해충종합방제","0","2-다산로-가-0421","","1","다산로","0","3","소나무","200892.236","450459.538"
"20004481","중구","4","8","3","흥인초교","0","","0","02","2","195","8","20","6","6","0","공원녹지과","0","0","2010. 흡즙성및천공성 해충종합방제","0","2-다산로-가-0195","","1","다산로","0","3","소나무","201235.588","451154.672"
"20004489","중구","4","21","1","풍년종합주방","0","","0","02","2","19","8","48","9","12","0","공원녹지과","2","0","2010. 방패벌레 수간주사 및 흰불나방 지상방제","0","2-난계로-가-0019","","1","난계로","0","12","양버즘나무","202065.511","452174.644"
"20004498","중구","4","10","2","중앙일보","0","","0","02","2","28","8","25","9","5","0","공원녹지과","","0","2010. 흡즙성및천공성 해충종합방제","0","2-숭례성터길-가-028","","1","숭례성터길","0","9","소나무","197508.033","451309.161"
"20006399","중구","8","19","1","남대문시장","0","","0","02","2","77","8","28","12","4","0","공원녹지과","2","0","","0","2-남대문로-가-0077","","2","남대문로","0","6","은행나무","197937.215","451224.253"
"20006407","중구","8","8","1","흥국빌딩","0","","0","02","2","222","8","26","12","6","0","공원녹지과","2","0","","0","2-소파길-가-0222","","1","소파길","0","6","은행나무","199324.956","450944.447"
"20006957","중구","8","16","2","경찰서","0","","0","02","2","94","8","25","9","8","0","공원녹지과","2","0","","0","2-마장로-가-0094","","1","마장로","0","6","은행나무","201146.915","452059.119"
"20006964","중구","8","14","2","남산","0","","0","02","2","57","8","25","9","10","0","공원녹지과","2","0","","0","2-소월길-가-0057","","1","소월길","0","6","은행나무","197949.733","450642.577"
"20004392","중구","8","10","2","동부화물","0","","0","02","1","20","8","20","6","4","0","공원녹지과","","0","2010. 흡즙성및천공성 해충종합방제","0","2-만리재길-가-0020","","1","만리재길","0","6","소나무","197198.422","450724.699"
"20004401","중구","8","10","2","","0","","0","02","1","32","8","20","6","4","0","공원녹지과","","0","2010. 흡즙성및천공성 해충종합방제","0","2-만리재길-가-0032","","1","만리재길","0","6","소나무","197159.275","450663.286"
"20004411","중구","8","10","2","","0","","0","02","1","26","8","20","6","4","0","공원녹지과","","0","2010. 흡즙성및천공성 해충종합방제","0","2-만리재길-가-0026","","1","만리재길","0","6","소나무","197183.252","450699.987"
"20006277","중구","8","6","2","","0","","0","02","1","106","8","12","6","5","0","공원녹지과","0","0","2010. 진딧물 및 흰불나방 방제","0","2-서애길-가-0106","","1","서애길","0","3","왕벚나무","199629.382","450820.534"
"20005339","중구","4","10","2","황학동 롯데캐슬","0","","0","02","2","58","8","25","9","5","0","공원녹지과","","0","2010. 흡즙성및천공성 해충종합방제","0","2-청계천로-가-0058","","1","청계천로","0","6","소나무","201468.571","452245.163"
"20005347","중구","8","6","2","행복웨딩홀 주차장","0","0","0","02","2","17","8","15","6","5","0","공원녹지과","","0","2010. 진딧물 및 흰불나방 방제","0","2-서애길-가-0017","","1","서애길","0","3","왕벚나무","199649.405","451239.429"
"20005356","중구","8","4","2","원일빌딩","0","","0","02","2","26","8","12","6","4","0","공원녹지과","","0","2010. 진딧물 및 흰불나방 방제","0","2-서애길-가-0026","","1","서애길","0","3","왕벚나무","199653.896","451160.784"
"20006725","중구","8","23","1","신한은행","0","","0","02","2","1","8","35","12","8","0","공원녹지과","2","0","","0","2-서소문로-가-0001","","1","서소문로","0","9","은행나무","197921.335","451637.833"
"20006732","중구","4","10","1","동대후문입구","0","0","0","02","2","475","8","25","12","5","0","공원녹지과","0","0","2010. 흡즙성및천공성 해충종합방제","0","2-퇴계로-가-0475","","1","퇴계로","0","12","소나무","199977.105","451430.014"
"20006741","중구","8","6","2","","0","","0","02","1","117","8","12","6","6","0","공원녹지과","0","0","2010. 진딧물 및 흰불나방 방제","0","2-서애길-가-0117","","1","서애길","0","3","왕벚나무","199648.759","450889.563"
"20006749","중구","8","16","1","다등빌딩","0","","0","02","2","210","8","28","12","9","0","공원녹지과","2","0","","0","2-남대문로-가-0216","","1","남대문로","0","6","은행나무","198458.097","452058.792"
"20005419","중구","8","7","2","","0","","0","02","1","437","8","15","12","4","0","공원녹지과","2","0","2010. 흡즙성및천공성 해충종합방제","0","2-다산로-가-0437","","1","다산로","0","3","소나무","200801.738","450333.818"
"20005427","중구","8","10","2","정은건설스카이빌남산아파트","0","","0","02","2","19","8","20","9","5","0","공원녹지과","","0","2010. 흡즙성및천공성 해충종합방제","0","2-다산로-가-0019","","1","다산로","0","3","소나무","200649.731","449809.751"
"20005436","중구","8","10","2","정은건설스카이빌남산아파트","0","","0","02","2","28","8","20","9","5","0","공원녹지과","","0","2010. 흡즙성및천공성 해충종합방제","0","2-다산로-가-0028","","1","다산로","0","3","소나무","200660.208","449865.949"
"20006279","중구","8","8","2","삼성APT","0","","0","02","2","247","8","15","6","5","0","공원녹지과","2","0","","0","2-금호동길-가-0247","","1","금호동길","0","3","은행나무","201508.159","451066.62"
"20006287","중구","8","14","2","자유웨딩홀","0","","0","02","1","122","8","28","9","12","0","공원녹지과","2","0","","0","2-장춘단길-가-0131","","1","장춘단길","0","6","은행나무","200130.467","450280.955"
"20007080","중구","8","14","2","혜양헬리시움","0","","0","02","1","114","8","25","9","7","0","공원녹지과","2","0","","0","2-마장로-가-0114","","1","마장로","0","6","은행나무","201090.81","452146.179"
"20007087","중구","8","10","1","회현구역 2-3지구","0","","0","02","2","12","8","20","12","5","0","공원녹지과","","0","2010.흡즙성해충등 종합방제","0","2-반포로-가-0012","","2","반포로","0","6","소나무","198485.539","451070.065"
"20005363","중구","4","10","2","중부주유소","0","","0","02","2","441","8","20","12","5","0","공원녹지과","","0","2010. 흡즙성및천공성 해충종합방제","0","2-퇴계로-가-0441","","1","퇴계로","0","6","소나무","199735.963","451359.935"
"20005372","중구","4","10","2","","0","","0","02","2","437","8","25","12","5","0","공원녹지과","","0","2010. 흡즙성및천공성 해충종합방제","0","2-퇴계로-가-0437","","1","퇴계로","0","6","소나무","199709.24","451351.468"
"20005381","중구","4","10","2","제일병원별관 앞","0","","0","02","2","463","8","25","12","5","0","공원녹지과","","0","2010. 흡즙성및천공성 해충종합방제","0","2-퇴계로-가-0463","","1","퇴계로","0","6","소나무","199897.359","451405.708"
"20006759","중구","8","18","1","신성당약국","0","","0","02","2","238","8","30","12","6","0","공원녹지과","2","0","","0","2-퇴계로-가-0238","","1","퇴계로","0","6","은행나무","198352.336","451175.992"
"20006766","중구","8","20","1","보영약국","0","","0","02","2","195","8","25","12","12","0","공원녹지과","2","0","","0","2-훈련원로-가-0195","","1","훈련원로","0","6","은행나무","200203.372","452107.641"
"20004442","중구","8","7","2","","0","","0","02","2","433","8","13","12","6","0","공원녹지과","2","0","2010. 흡즙성및천공성 해충종합방제","0","2-다산로-가-0433","","1","다산로","0","3","소나무","200836.651","450361.486"
"20006254","중구","8","6","1","명동역","0","","0","02","2","375","8","29","12","4","0","공원녹지과","2","0","2010.흡즙성해충종합방제","0","2-퇴계로-가-0375","","1","퇴계로","0","6","소나무","198877.559","451259.884"
"20006262","중구","8","8","1","삼각동","0","","0","02","2","149","8","15","12","6","0","공원녹지과","2","0","2010. 진딧물 및 흰불나방 등 지상방제","0","2-청계천로-가-0166","","1","청계천로","0","6","회화나무","198512.278","452123.127"
"20006270","중구","8","16","1","흥인사거리","0","","0","02","2","178","8","40","9","6","0","공원녹지과","1","0","","0","2-마장로-가-0178","","1","마장로","0","9","은행나무","201250.293","452044.889"
"20004839","중구","8","17","1","파라다이스","0","","0","02","2","48","8","30","12","7","0","공원녹지과","2","0","","0","2-훈련원로-가-0048","","1","훈련원로","0","6","은행나무","200269.512","451105.316"
"20004021","중구","4","10","2","포스코","0","","0","02","2","58","8","25","9","5","0","공원녹지과","","0","2010. 흡즙성및천공성 해충종합방제","0","2-숭례성터길-가-058","","1","숭례성터길","0","9","소나무","197525.879","451253.083"
"20006017","중구","4","14","2","성동공고","0","","0","02","1","37","8","26","6","6","0","공원녹지과","2","0","","0","2-마장로-가-0037","","1","마장로","0","9","은행나무","201571.015","452081.892"
"20006709","중구","8","16","1","삼성본관","0","","0","02","2","372","8","38","9","13","0","공원녹지과","2","0","2010. 진딧물 방제","0","2-태평로-가-0377","","1","태평로","0","9","느티나무","197804.505","451384.203"
"20004331","중구","8","9","2","한양공고","0","","0","02","2","17","8","15","6","5","0","공원녹지과","2","0","2010. 진딧물 방제","0","2-운동장길-가-017","","1","운동장길","0","3","느티나무","201047.691","451851.411"
"20005409","중구","8","12","1","","0","0","0","02","2","313","8","30","12","7","0","공원녹지과","0","0","2010. 흡즙성및천공성 해충종합방제","0","2-다산로-가-0313","","1","다산로","0","6","소나무","201412.492","451653.941"
"20007684","중구","8","8","2","PJ호텔","0","","0","02","1","3","8","20","6","5","0","공원녹지과","","0","2010. 흡즙성및천공성 해충종합방제","0","2-번창길-가-03","","1","번창길","0","9","소나무","199647.842","451673.455"
"20001740","중구","4","10","1","","0","","0","02","2","98","8","25","12","5","0","공원녹지과","","0","2010. 흡즙성및천공성 해충종합방제","0","2-퇴계로-가-0098","","1","퇴계로","0","9","소나무","199949.866","451450.283"
