"측정일시","측정소명","이산화질소농도(ppm)","오존농도(ppm)","일산화탄소농도(ppm)","아황산가스(ppm)","미세먼지(㎍/㎥)","초미세먼지(㎍/㎥)"
"MSRDT_DE","MSRSTE_NM","NO2","O3","CO","SO2","PM10","PM25"
"20150619","금천구","0.021","0.034","0.4","0.005","30","21"
"20150619","길동","0.04","0.033","0.4","0.003","28","14"
"20150619","내부순환","0.05","0.035","0.5","0.005","25","13"
"20150619","노원구","0.013","0.032","0.2","0.005","23","8"
"20150619","도봉구","0.017","0.039","0.3","0.003","19","12"
"20150619","동대문","0.037","0.03","0.3","0.004","19","19"
"20150619","동대문구","0.019","0.043","0.3","0.005","20","13"
"20150619","동작구","0.025","0.047","0.4","0.005","25","16"
"20150619","동작대로","0.097","0.028","0.6","0.002","37","24"
"20150619","마포구","0.012","0.022","0.3","0.002","25","18"
"20150619","서대문구","0.022","0.042","0.3","0.004","20","12"
"20150619","서울역","0.041","0.018","0.5","0.005","27","11"
"20150619","서초구","0.021","0.037","0.4","0.003","25","14"
"20150619","성동구","0.018","0.047","0.2","0.002","22","13"
"20150619","성북구","0.016","0.045","0.3","0.004","23","12"
"20150619","송파구","0.012","0.045","0.4","0.004","20","9"
"20150619","신촌","0.05","0.019","0.6","0.006","28","17"
"20150619","양재대로","0.085","0.016","0.6","0.004","28","15"
"20150619","양천구","0.021","0.043","0.3","0.005","23","14"
"20150619","영등포","0.051","0.016","0.6","0.005","30","18"
"20150619","영등포구","0.021","0.042","0.5","0.004","26","15"
"20150619","용산구","0.026","0.037","0.4","0.005","23","17"
"20150619","은평구","0.02","0.025","0.2","0.003","22","13"
"20150619","종로","0.049","0.031","0.5","0.004","31","17"
"20150619","종로구","0.017","0.045","0.3","0.006","31","22"
"20150619","중구","0.022","0.045","0.4","0.003","24","18"
"20150619","중랑구","0.018","0.041","0.3","0.005","21","13"
"20150619","청계천","0.03","0.04","0.5","0.008","27","10"
"20150619","청량리","0.042","0.027","0.6","0.004","27","18"
"20150619","태릉","0.055","0.025","0.4","0.002","22","12"
"20150618","강남구","0.02","0.03","0.3","0.004","24","15"
"20150618","강동구","0.012","0.04","0.3","0.004","23","13"
"20150618","강변북로","0.034","0.029","0.3","0.002","23","12"
"20150618","강북구","0.013","0.033","0.2","0.004","23","14"
"20150618","강서구","0.02","0.04","0.3","0.005","34","23"
"20150618","공항로","0.035","0.029","0.6","0.006","59","29"
"20150618","관악구","0.03","0.042","0.5","0.003","31","22"
"20150618","광진구","0.017","0.035","0.4","0.004","24","16"
"20150618","구로구","0.019","0.05","0.4","0.004","30","19"
"20150618","금천구","0.016","0.035","0.4","0.005","38","25"
"20150618","길동","0.034","0.028","0.4","0.003","37","20"
"20150618","내부순환","0.057","0.033","0.5","0.005","29","20"
"20150618","노원구","0.013","0.031","0.2","0.005","28","13"
"20150618","도봉구","0.017","0.037","0.3","0.003","21","15"
"20150618","동대문","0.047","0.02","0.4","0.004","22","20"
"20150618","동대문구","0.021","0.039","0.3","0.005","22","14"
"20150618","동작구","0.025","0.047","0.4","0.005","30","19"
"20150618","동작대로","0.077","0.02","0.6","0.003","41","22"
"20150618","마포구","0.012","0.022","0.4","0.002","26","19"
"20150618","서대문구","0.006","0.042","0.2","0.003","22","13"
"20150618","서울역","0.041","0.014","0.5","0.004","30","17"
"20150618","서초구","0.018","0.035","0.4","0.003","24","15"
"20150618","성동구","0.015","0.042","0.2","0.002","22","14"
"20150618","성북구","0.022","0.037","0.4","0.004","30","14"
"20150618","송파구","0.011","0.039","0.4","0.004","26","13"
"20150618","신촌","0.047","0.019","0.6","0.005","27","16"
"20150618","양재대로","0.074","0.013","0.6","0.005","34","18"
"20150618","양천구","0.025","0.039","0.3","0.005","28","17"
"20150618","영등포","0.048","0.009","0.6","0.005","31","15"
"20150618","영등포구","0.022","0.039","0.5","0.004","29","16"
"20150618","용산구","0.015","0.039","0.4","0.004","25","18"
"20150618","은평구","0.017","0.028","0.2","0.003","27","15"
"20150618","종로","0.06","0.022","0.6","0.004","33","20"
"20150618","종로구","0.019","0.041","0.3","0.006","31","25"
"20150618","중구","0.025","0.04","0.5","0.002","24","19"
"20150618","중랑구","0.021","0.034","0.3","0.005","25","13"
"20150618","청계천","0.034","0.033","0.6","0.008","31","13"
"20150618","청량리","0.042","0.024","0.5","0.005","30","20"
"20150618","태릉","0.054","0.021","0.4","0.002","18","17"
"20150617","강남구","0.028","0.033","0.5","0.005","43","30"
"20150617","강동구","0.026","0.041","0.5","0.005","39","24"
"20150617","강변북로","0.06","0.022","0.6","0.004","40","24"
"20150617","강북구","0.021","0.035","0.3","0.005","36","24"
"20150617","강서구","0.032","0.028","0.5","0.006","55","36"
"20150617","공항로","0.044","0.025","0.8","0.007","80","45"
"20150617","관악구","0.044","0.039","0.7","0.005","58","34"
"20150617","광진구","0.027","0.037","0.6","0.004","39","20"
"20150617","구로구","0.034","0.04","0.6","0.007","53","35"
"20150617","금천구","0.035","0.023","0.5","0.007","65","44"
"20150617","길동","0.046","0.033","0.5","0.004","50","27"
"20150617","내부순환","0.05","0.051","0.5","0.006","42","23"
"20150617","노원구","0.023","0.033","0.3","0.006","46","19"
"20150617","도봉구","0.025","0.044","0.4","0.006","36","27"
"20150617","동대문","0.055","0.025","0.5","0.006","35","30"
"20150617","동대문구","0.031","0.039","0.5","0.006","39","25"
"20150617","동작구","0.032","0.033","0.5","0.006","49","34"
"20150617","동작대로","0.063","0.025","0.7","0.005","68","50"
"20150617","마포구","0.02","0.027","0.5","0.003","39","28"
"20150617","서대문구","0.029","0.039","0.4","0.005","33","21"
"20150617","서울역","0.056","0.015","0.6","0.005","45","21"
"20150617","서초구","0.029","0.039","0.6","0.005","44","29"
"20150617","성동구","0.029","0.038","0.4","0.004","39","24"
"20150617","성북구","0.03","0.037","0.5","0.005","47","25"
"20150617","송파구","0.02","0.043","0.6","0.006","39","19"
"20150617","신촌","0.062","0.017","0.8","0.008","44","27"
"20150617","양재대로","0.085","0.013","0.8","0.006","47","27"
"20150617","양천구","0.039","0.029","0.5","0.007","49","26"
"20150617","영등포","0.073","0.006","0.8","0.005","57","38"
"20150617","영등포구","0.037","0.024","0.8","0.006","52","31"
"20150617","용산구","0.036","0.032","0.5","0.005","41","30"
"20150617","은평구","0.034","0.038","0.3","0.003","38","22"
"20150617","종로","0.061","0.027","0.6","0.004","43","32"
"20150617","종로구","0.031","0.041","0.4","0.007","48","36"
"20150617","중구","0.035","0.04","0.6","0.004","39","29"
"20150617","중랑구","0.03","0.037","0.5","0.006","37","27"
"20150617","청계천","0.047","0.033","0.7","0.009","45","19"
"20150617","청량리","0.052","0.022","0.7","0.005","45","32"
"20150617","태릉","0.057","0.028","0.5","0.003","42","24"
"20150616","강남구","0.034","0.031","0.5","0.005","47","29"
"20150616","강동구","0.033","0.037","0.5","0.004","40","24"
"20150616","강변북로","0.075","0.02","0.6","0.004","46","24"
"20150616","강북구","0.021","0.034","0.3","0.005","36","26"
"20150616","강서구","0.03","0.031","0.4","0.006","55","36"
"20150616","공항로","0.038","0.025","0.7","0.007","80","41"
"20150616","관악구","0.047","0.036","0.7","0.005","61","34"
"20150616","광진구","0.031","0.038","0.6","0.004","43","21"
"20150616","구로구","0.031","0.042","0.6","0.007","52","33"
"20150616","금천구","0.034","0.022","0.5","0.007","62","41"
"20150616","길동","0.052","0.029","0.5","0.004","55","30"
"20150616","내부순환","0.05","0.048","0.5","0.005","42","23"
"20150616","노원구","0.023","0.031","0.3","0.006","43","17"
"20150616","도봉구","0.023","0.046","0.4","0.004","38","27"
"20150616","동대문","0.05","0.025","0.5","0.006","37","29"
"20150616","동대문구","0.033","0.039","0.5","0.006","40","25"
"20150616","동작구","0.04","0.017","0.5","0.007","52","35"
"20150616","동작대로","0.073","0.02","0.7","0.006","65","43"
"20150616","마포구","0.023","0.042","0.5","0.004","47","32"
"20150616","서대문구","0.026","0.038","0.3","0.005","43","24"
"20150616","서울역","0.056","0.013","0.6","0.005","48","23"
"20150616","서초구","0.038","0.03","0.6","0.005","50","28"
"20150616","성동구","0.034","0.037","0.4","0.003","43","25"
"20150616","성북구","0.028","0.042","0.5","0.005","49","23"
"20150616","송파구","0.027","0.041","0.6","0.004","44","20"
"20150616","신촌","0.059","0.017","0.8","0.009","54","32"
"20150616","양재대로","0.088","0.013","0.8","0.006","50","27"
"20150616","양천구","0.038","0.029","0.5","0.007","50","25"
"20150616","영등포","0.076","0.006","0.8","0.006","56","35"
"20150616","영등포구","0.036","0.032","0.7","0.006","54","33"
"20150616","용산구","0.038","0.031","0.5","0.005","46","32"
"20150616","은평구","0.031","0.036","0.4","0.003","44","25"
"20150616","종로","0.051","0.03","0.6","0.004","46","32"
"20150616","종로구","0.031","0.04","0.4","0.007","51","34"
"20150616","중구","0.033","0.041","0.6","0.004","44","31"
"20150616","중랑구","0.032","0.037","0.5","0.005","42","28"
"20150616","청계천","0.046","0.035","0.7","0.008","50","20"
"20150616","청량리","0.056","0.022","0.8","0.005","48","34"
"20150616","태릉","0.059","0.019","0.5","0.003","46","26"
"20150615","강남구","0.027","0.035","0.4","0.004","37","24"
"20150615","강동구","0.025","0.04","0.4","0.003","34","21"
"20150615","강변북로","0.069","0.017","0.6","0.003","39","21"
"20150615","강북구","0.019","0.036","0.3","0.004","31","20"
"20150615","강서구","0.02","0.042","0.3","0.005","40","25"
"20150615","공항로","0.038","0.03","0.6","0.006","67","31"
"20150615","관악구","0.035","0.049","0.5","0.003","44","25"
"20150615","광진구","0.025","0.04","0.5","0.004","36","18"
"20150615","구로구","0.023","0.054","0.5","0.004","36","23"
"20150615","금천구","0.028","0.03","0.5","0.006","43","27"
"20150615","길동","0.046","0.033","0.5","0.003","51","24"
"20150615","내부순환","0.042","0.045","0.5","0.004","37","19"
"20150615","노원구","0.021","0.032","0.3","0.005","38","15"
"20150615","도봉구","0.02","0.05","0.4","0.003","32","22"
"20150615","동대문","0.044","0.03","0.4","0.004","33","25"
"20150615","동대문구","0.028","0.041","0.4","0.005","35","22"
"20150615","동작구","0.035","0.027","0.4","0.006","41","28"
"20150615","동작대로","0.07","0.026","0.6","0.004","51","26"
"20150615","마포구","0.018","0.053","0.4","0.003","36","25"
"20150615","서대문구","0.018","0.045","0.2","0.004","31","19"
"20150615","서울역","0.051","0.017","0.5","0.005","40","19"
"20150615","서초구","0.029","0.041","0.5","0.004","37","22"
"20150615","성동구","0.027","0.04","0.3","0.001","37","21"
"20150615","성북구","0.025","0.044","0.4","0.004","40","20"
"20150615","송파구","0.022","0.036","0.6","0.004","40","17"
"20150615","신촌","0.056","0.02","0.7","0.006","41","26"
"20150615","양재대로","0.085","0.012","0.7","0.005","43","24"
"20150615","양천구","0.026","0.042","0.3","0.005","36","19"
"20150615","영등포","0.084","0.006","0.7","0.005","61","22"
"20150615","영등포구","0.027","0.044","0.6","0.005","38","23"
"20150615","용산구","0.03","0.034","0.5","0.005","37","26"
"20150615","은평구","0.028","0.038","0.4","0.003","34","20"
"20150615","종로","0.045","0.032","0.5","0.003","39","25"
"20150615","종로구","0.027","0.037","0.4","0.006","43","33"
"20150615","중구","0.027","0.049","0.6","0.003","35","26"
"20150615","중랑구","0.027","0.04","0.4","0.005","36","23"
"20150615","청계천","0.041","0.039","0.6","0.008","42","17"
"20150615","청량리","0.053","0.022","0.7","0.004","42","29"
"20150615","태릉","0.056","0.028","0.4","0.003","38","21"
"20150614","강남구","0.014","0.044","0.3","0.004","30","19"
"20150614","강동구","0.015","0.047","0.4","0.004","28","17"
"20150614","강변북로","0.046","0.031","0.5","0.003","33","16"
"20150614","강북구","0.012","0.04","0.2","0.004","26","17"
"20150614","강서구","0.014","0.049","0.3","0.005","33","22"
"20150614","공항로","0.024","0.048","0.5","0.006","43","25"
"20150614","관악구","0.02","0.059","0.4","0.004","35","22"
"20150614","광진구","0.016","0.049","0.4","0.004","29","17"
"20150614","구로구","0.013","0.061","0.4","0.005","31","19"
"20150614","금천구","0.014","0.04","0.4","0.006","33","22"
"20150614","길동","0.03","0.046","0.4","0.003","37","21"
"20150614","내부순환","","0.067","0.4","0.005","31","18"
"20150614","노원구","0.012","0.037","0.2","0.005","33","13"
"20150614","도봉구","0.016","0.052","0.3","0.004","27","20"
"20150614","동대문","0.024","0.042","0.3","0.004","28","19"
"20150614","동대문구","0.015","0.052","0.3","0.005","27","18"
"20150614","동작구","","","","0.005","",""
"20150614","동작대로","0.05","0.035","0.5","0.004","46","23"
"20150614","마포구","0.012","0.06","0.3","0.003","31","21"
"20150614","서대문구","0.01","0.051","0.3","0.004","27","15"
"20150614","서울역","0.038","0.021","0.4","0.004","33","18"
"20150614","서초구","0.016","0.048","0.4","0.004","29","18"
"20150614","성동구","0.013","0.055","0.2","0.002","29","16"
"20150614","성북구","0.016","0.052","0.4","0.004","34","16"
"20150614","송파구","0.012","0.05","0.5","0.004","30","14"
"20150614","신사동","0.028","0.044","0.7","0.004","49","20"
"20150614","신촌","0.04","0.025","0.6","0.006","34","23"
"20150614","양재대로","0.07","0.023","0.5","0.005","37","19"
"20150614","양천구","0.017","0.049","0.3","0.005","30","19"
"20150614","영등포","","","","","",""
"20150614","영등포구","0.018","0.055","0.5","0.005","32","19"
"20150614","용산구","0.019","0.046","0.4","0.005","31","20"
"20150614","은평구","0.019","0.045","0.3","0.003","28","16"
"20150614","종로","0.031","0.044","0.4","0.003","37","23"
"20150614","종로구","0.015","0.048","0.3","0.006","36","23"
"20150614","중구","0.016","0.06","0.5","0.004","28","21"
"20150614","중랑구","0.016","0.047","0.4","0.005","30","19"
"20150614","청계천","0.019","0.057","0.3","0.008","33","13"
"20150614","청량리","0.036","0.03","0.6","0.005","35","24"
"20150614","태릉","0.038","0.042","0.3","0.003","29","17"
"20150613","강남구","0.022","0.04","0.4","0.005","75","35"
"20150613","강동구","0.021","0.047","0.5","0.005","67","30"
"20150613","강변북로","0.058","0.032","0.6","0.005","71","29"
"20150613","강북구","0.022","0.034","0.3","0.005","60","32"
"20150613","강서구","0.018","0.052","0.4","0.006","88","40"
"20150613","공항로","0.032","0.047","0.7","0.007","94","44"
"20150613","관악구","0.025","0.062","0.6","0.007","80","38"
"20150613","광진구","0.023","0.047","0.6","0.005","74","23"
"20150613","구로구","0.017","0.064","0.5","0.006","77","37"
"20150613","금천구","0.017","0.043","0.4","0.006","70","38"
"20150613","길동","0.038","0.046","0.5","0.004","80","34"
"20150613","내부순환","0.028","0.059","0.5","0.005","73","29"
"20150613","노원구","0.023","0.035","0.4","0.006","76","22"
"20150613","도봉구","0.025","0.046","0.5","0.006","67","36"
"20150613","동대문","0.047","0.029","0.5","0.005","66","36"
"20150613","동대문구","0.027","0.045","0.5","0.006","68","33"
"20150613","동작구","","","","0.006","",""
"20150613","동작대로","0.061","0.034","0.6","0.006","101","41"
"20150613","마포구","0.019","0.058","0.5","0.005","65","39"
"20150613","서대문구","0.016","0.052","0.3","0.006","68","32"
"20150613","서울역","0.059","0.016","0.6","0.005","77","31"
"20150613","서초구","0.021","0.05","0.5","0.006","75","34"
"20150613","성동구","0.021","0.054","0.4","0.004","72","33"
"20150613","성북구","0.029","0.045","0.5","0.006","85","31"
"20150613","송파구","0.017","0.051","0.6","0.007","72","26"
"20150613","신사동","0.06","0.05","0.9","0.005","83","33"
"20150613","신촌","0.053","0.021","0.8","0.008","81","39"
"20150613","양재대로","0.079","0.026","0.6","0.006","83","33"
"20150613","양천구","0.021","0.051","0.4","0.006","72","27"
"20150613","영등포","0.064","0.014","0.7","0.007","82","38"
"20150613","영등포구","0.022","0.057","0.5","0.006","80","37"
"20150613","용산구","0.027","0.045","0.5","0.005","68","39"
"20150613","은평구","0.025","0.049","0.3","0.004","72","31"
"20150613","종로","0.057","0.03","0.6","0.004","77","41"
"20150613","종로구","0.028","0.041","0.4","0.007","83","44"
"20150613","중구","0.033","0.049","0.6","0.005","72","38"
"20150613","중랑구","0.026","0.044","0.5","0.006","72","35"
"20150613","청계천","0.04","0.042","0.6","0.01","71","24"
"20150613","청량리","0.048","0.027","0.7","0.006","73","40"
"20150613","태릉","0.057","0.033","0.5","0.004","70","33"
"20150612","강남구","0.018","0.043","0.4","0.005","43","25"
"20150612","강동구","0.021","0.045","0.5","0.004","40","22"
"20150612","강변북로","0.067","0.027","0.5","0.004","45","22"
"20150612","강북구","0.022","0.035","0.3","0.005","38","23"
"20150612","강서구","0.018","0.047","0.4","0.006","46","29"
"20150612","공항로","0.031","0.041","0.6","0.007","63","33"
"20150612","관악구","0.023","0.059","0.5","0.006","51","29"
"20150612","광진구","0.023","0.046","0.5","0.005","44","20"
"20150612","구로구","0.018","0.059","0.5","0.006","44","27"
"20150612","금천구","0.018","0.038","0.5","0.006","48","30"
"20150612","길동","0.038","0.043","0.5","0.004","54","26"
"20150612","내부순환","0.023","0.069","0.4","0.005","40","20"
"20150612","노원구","0.026","0.034","0.3","0.006","50","17"
"20150612","도봉구","0.025","0.046","0.4","0.005","39","24"
"20150612","동대문","0.043","0.026","1.9","0.005","42","28"
"20150612","동대문구","0.022","0.05","0.4","0.006","41","25"
"20150612","동작구","0.016","0.028","0.4","0.006","39","24"
"20150612","동작대로","0.059","0.033","0.6","0.005","63","27"
"20150612","마포구","0.017","0.058","0.4","0.004","42","29"
"20150612","서대문구","0.02","0.049","0.3","0.005","38","20"
"20150612","서울역","0.056","0.013","0.6","0.005","50","25"
"20150612","서초구","0.017","0.052","0.5","0.005","43","24"
"20150612","성동구","0.021","0.051","0.3","0.004","44","23"
"20150612","성북구","0.028","0.044","0.4","0.006","52","21"
"20150612","송파구","0.015","0.053","0.5","0.004","47","20"
"20150612","신사동","0.056","0.05","0.8","0.004","48","24"
"20150612","신촌","0.056","0.02","0.8","0.007","51","28"
"20150612","양재대로","0.08","0.026","0.6","0.005","50","24"
"20150612","양천구","0.02","0.045","0.3","0.006","44","22"
"20150612","영등포","0.071","0.008","0.7","0.007","49","25"
"20150612","영등포구","0.019","0.056","0.6","0.005","47","25"
"20150612","용산구","0.028","0.042","0.5","0.005","44","30"
"20150612","은평구","0.031","0.037","0.4","0.004","42","21"
"20150612","종로","0.058","0.03","0.6","0.004","50","34"
"20150612","종로구","0.027","0.042","0.4","0.007","52","33"
"20150612","중구","0.03","0.05","0.5","0.005","41","30"
"20150612","중랑구","0.026","0.041","0.5","0.006","45","26"
"20150612","청계천","0.045","0.039","0.7","0.009","51","19"
"20150612","청량리","0.071","0.036","25.1","0.007","58","40"
"20150612","태릉","0.049","0.038","0.4","0.004","42","22"
"20150611","강남구","0.026","0.028","0.4","0.004","39","25"
"20150611","강동구","0.025","0.035","0.4","0.004","37","22"
"20150611","강변북로","0.06","0.02","0.5","0.003","40","21"
"20150611","강북구","0.022","0.029","0.3","0.005","35","21"
"20150611","강서구","0.026","0.033","0.3","0.005","50","29"
"20150611","공항로","0.034","0.027","0.6","0.006","69","32"
"20150611","관악구","0.037","0.039","0.5","0.005","44","26"
"20150611","광진구","0.026","0.035","0.5","0.004","42","20"
"20150611","구로구","0.025","0.045","0.4","0.005","43","25"
"20150611","금천구","0.026","0.025","0.4","0.006","40","27"
"20150611","길동","0.041","0.028","0.4","0.004","46","24"
"20150611","내부순환","0.04","0.047","0.4","0.004","37","20"
"20150611","노원구","0.023","0.03","0.3","0.006","41","15"
"20150611","도봉구","0.026","0.036","0.4","0.005","34","23"
"20150611","동대문","0.05","0.021","0.4","0.005","32","23"
"20150611","동대문구","0.029","0.035","0.4","0.006","37","22"
"20150611","동작구","0.03","0.019","0.4","0.006","35","20"
"20150611","동작대로","0.064","0.02","0.6","0.005","51","28"
"20150611","마포구","0.023","0.042","0.4","0.003","36","25"
"20150611","서대문구","0.021","0.042","0.2","0.004","34","20"
"20150611","서울역","0.047","0.012","0.5","0.005","52","25"
"20150611","서초구","0.027","0.034","0.5","0.004","37","23"
"20150611","성동구","0.028","0.034","0.3","0.003","41","22"
"20150611","성북구","0.032","0.031","0.4","0.005","53","25"
"20150611","송파구","0.022","0.035","0.5","0.005","40","19"
"20150611","신사동","0.064","0.031","0.8","0.004","43","23"
"20150611","신촌","0.054","0.013","0.7","0.007","42","26"
"20150611","양재대로","0.083","0.012","0.7","0.005","45","22"
"20150611","양천구","0.029","0.032","0.3","0.006","43","23"
"20150611","영등포","0.064","0.008","0.7","0.007","56","27"
"20150611","영등포구","0.028","0.037","0.6","0.005","45","26"
"20150611","용산구","0.028","0.031","0.4","0.005","38","26"
"20150611","은평구","0.028","0.042","0.2","0.004","35","18"
"20150611","종로","0.066","0.019","0.6","0.005","42","24"
"20150611","종로구","0.031","0.027","0.4","0.007","45","34"
"20150611","중구","0.044","0.03","0.5","0.004","39","27"
"20150611","중랑구","0.025","0.037","0.4","0.005","41","25"
"20150611","청계천","0.054","0.021","0.8","0.009","44","16"
"20150611","청량리","0.051","0.028","0.6","0.006","46","37"
"20150611","태릉","0.059","0.022","0.4","0.003","42","22"
"20150610","강남구","0.032","0.031","0.4","0.004","50","28"
"20150610","강동구","0.033","0.036","0.5","0.004","45","26"
"20150610","강변북로","0.073","0.018","0.6","0.004","48","24"
"20150610","강북구","0.024","0.038","0.3","0.005","39","25"
"20150610","강서구","0.03","0.036","0.4","0.006","52","31"
"20150610","공항로","0.043","0.027","0.7","0.007","77","39"
"20150610","관악구","0.042","0.044","0.6","0.005","53","30"
"20150610","광진구","0.033","0.035","0.6","0.004","49","24"
"20150610","구로구","0.029","0.047","0.5","0.005","48","29"
"20150610","금천구","0.031","0.028","0.5","0.007","53","34"
"20150610","길동","0.053","0.031","0.5","0.004","60","29"
"20150610","내부순환","0.046","0.055","0.5","0.005","46","23"
"20150610","노원구","0.025","0.036","0.3","0.006","53","19"
"20150610","도봉구","0.029","0.047","0.4","0.004","42","27"
"20150610","동대문","0.055","0.05","0.3","0.007","45","33"
"20150610","동대문구","0.033","0.043","0.4","0.006","45","26"
"20150610","동작구","0.033","0.035","0.5","0.006","45","29"
"20150610","동작대로","0.068","0.021","0.7","0.005","53","31"
"20150610","마포구","0.032","0.044","0.5","0.004","47","29"
"20150610","서대문구","0.032","0.04","0.3","0.005","43","24"
"20150610","서울역","0.058","0.012","0.6","0.005","52","26"
"20150610","서초구","0.033","0.038","0.5","0.005","48","27"
"20150610","성동구","0.038","0.038","0.4","0.003","53","27"
"20150610","성북구","0.031","0.043","0.4","0.005","54","24"
"20150610","송파구","0.026","0.039","0.6","0.006","48","21"
"20150610","신사동","0.075","0.034","1","0.004","54","27"
"20150610","신촌","0.067","0.014","0.8","0.01","53","30"
"20150610","양재대로","0.116","0.013","0.7","0.006","49","26"
"20150610","양천구","0.037","0.034","0.4","0.006","47","23"
"20150610","영등포","0.074","0.006","0.7","0.007","54","28"
"20150610","영등포구","0.036","0.036","0.6","0.006","52","30"
"20150610","용산구","0.039","0.034","0.5","0.005","48","34"
"20150610","은평구","0.038","0.042","0.3","0.004","42","24"
"20150610","종로","0.061","0.03","0.6","0.005","47","35"
"20150610","종로구","0.033","0.039","0.4","0.007","52","36"
"20150610","중구","0.043","0.042","0.5","0.005","47","32"
"20150610","중랑구","0.035","0.038","0.4","0.006","48","28"
"20150610","청계천","0.052","0.031","0.6","0.009","50","18"
"20150610","청량리","0.057","0.026","0.6","0.006","50","35"
"20150610","태릉","0.055","0.034","0.4","0.003","45","25"
"20150609","강남구","0.02","0.028","0.4","0.004","43","28"
"20150609","강동구","0.024","0.033","0.4","0.004","40","25"
"20150609","강변북로","0.063","0.016","0.5","0.004","45","25"
"20150609","강북구","0.015","0.031","0.2","0.005","36","23"
"20150609","강서구","0.017","0.034","0.3","0.005","45","28"
"20150609","공항로","0.029","0.03","0.5","0.007","64","33"
"20150609","관악구","0.024","0.045","0.4","0.005","49","29"
"20150609","광진구","0.022","0.037","0.5","0.004","43","24"
"20150609","구로구","0.016","0.047","0.4","0.005","43","27"
"20150609","금천구","0.021","0.025","0.4","0.006","46","32"
"20150609","길동","0.04","0.029","0.4","0.004","54","28"
"20150609","내부순환","0.027","0.052","0.4","0.004","40","21"
"20150609","노원구","0.016","0.031","0.2","0.006","43","17"
"20150609","도봉구","0.018","0.041","0.3","0.005","37","26"
"20150609","동대문","0.018","0.033","0.2","0.006","37","31"
"20150609","동대문구","0.022","0.034","0.3","0.005","39","24"
"20150609","동작구","0.025","0.025","0.4","0.006","44","27"
"20150609","동작대로","0.056","0.023","0.5","0.005","50","33"
"20150609","마포구","0.02","0.043","0.4","0.004","43","29"
"20150609","서대문구","0.016","0.037","0.3","0.005","37","22"
"20150609","서울역","0.044","0.012","0.5","0.005","45","31"
"20150609","서초구","0.023","0.036","0.4","0.004","44","26"
"20150609","성동구","0.025","0.036","0.3","0.003","46","25"
"20150609","성북구","0.02","0.038","0.3","0.005","49","23"
"20150609","송파구","0.018","0.039","0.5","0.005","44","21"
"20150609","신사동","0.048","0.039","0.7","0.004","46","26"
"20150609","신촌","0.05","0.015","0.7","0.007","49","29"
"20150609","양재대로","0.103","0.014","0.6","0.006","47","26"
"20150609","양천구","0.021","0.034","0.3","0.006","41","21"
"20150609","영등포","0.06","0.008","0.6","0.006","53","27"
"20150609","영등포구","0.024","0.038","0.5","0.005","46","30"
"20150609","용산구","0.03","0.026","0.4","0.005","42","30"
"20150609","은평구","0.025","0.042","0.3","0.004","39","22"
"20150609","종로","0.035","0.028","0.5","0.004","47","29"
"20150609","종로구","0.022","0.037","0.3","0.006","48","32"
"20150609","중구","0.024","0.044","0.4","0.005","41","29"
"20150609","중랑구","0.026","0.033","0.4","0.005","44","27"
"20150609","청계천","0.033","0.034","0.5","0.008","43","16"
"20150609","청량리","0.046","0.019","0.6","0.005","45","33"
"20150609","태릉","0.044","0.031","0.3","0.003","40","24"
"20150608","강남구","0.025","0.027","0.4","0.005","37","23"
"20150608","강동구","0.031","0.033","0.4","0.005","35","21"
"20150608","강변북로","0.066","0.017","0.5","0.005","39","20"
"20150608","강북구","0.025","0.029","0.3","0.006","31","20"
"20150608","강서구","0.022","0.04","0.3","0.007","48","25"
"20150608","공항로","0.037","0.026","0.6","0.008","81","33"
"20150608","관악구","0.027","0.048","0.4","0.007","39","25"
"20150608","광진구","0.026","0.032","0.4","0.005","33","16"
"20150608","구로구","0.019","0.05","0.4","0.007","39","24"
"20150608","금천구","0.026","0.029","0.4","0.007","41","28"
"20150608","길동","0.053","0.024","0.5","0.005","44","20"
"20150608","내부순환","0.035","0.05","0.4","0.006","36","17"
"20150608","노원구","0.027","0.03","0.3","0.007","37","13"
"20150608","도봉구","0.026","0.037","0.3","0.005","33","22"
"20150608","동대문","0.045","0.033","0.4","0.007","35","30"
"20150608","동대문구","0.026","0.042","0.3","0.007","33","21"
"20150608","동작구","0.027","0.033","0.4","0.006","35","21"
"20150608","동작대로","0.064","0.022","0.5","0.006","49","26"
"20150608","마포구","0.022","0.048","0.4","0.005","36","25"
"20150608","서대문구","0.02","0.042","0.2","0.007","34","22"
"20150608","서울역","0.046","0.018","0.5","0.005","41","27"
"20150608","서초구","0.026","0.036","0.4","0.006","38","21"
"20150608","성동구","0.028","0.035","0.3","0.005","44","21"
"20150608","성북구","0.025","0.039","0.4","0.007","42","21"
"20150608","송파구","0.026","0.031","0.5","0.007","36","16"
"20150608","신사동","0.058","0.037","0.8","0.005","38","21"
"20150608","신촌","0.053","0.016","0.7","0.009","43","26"
"20150608","양재대로","0.114","0.013","0.6","0.007","40","22"
"20150608","양천구","0.023","0.04","0.3","0.007","32","17"
"20150608","영등포","0.065","0.01","0.5","0.007","44","24"
"20150608","영등포구","0.026","0.042","0.5","0.006","41","22"
"20150608","용산구","0.028","0.035","0.4","0.006","33","25"
"20150608","은평구","0.032","0.045","0.3","0.005","35","20"
"20150608","종로","0.042","0.032","0.5","0.006","40","26"
"20150608","종로구","0.025","0.038","0.3","0.008","45","31"
