"측정일시","측정소명","이산화질소농도(ppm)","오존농도(ppm)","일산화탄소농도(ppm)","아황산가스(ppm)","미세먼지(㎍/㎥)","초미세먼지(㎍/㎥)"
"MSRDT_DE","MSRSTE_NM","NO2","O3","CO","SO2","PM10","PM25"
"20160128","강남구","0.055","0.003","1","0.006","59","30"
"20160128","강동구","0.054","0.002","1","0.005","70","36"
"20160128","강변북로","0.08","0.003","1.1","0.006","61","31"
"20160128","강북구","0.056","0.003","1.1","0.005","48","28"
"20160128","강서구","0.062","0.001","1.1","0.006","57","32"
"20160128","공항로","0.049","0.002","1.7","0.006","63","35"
"20160128","관악구","0.07","0.003","1.5","0.005","53","32"
"20160128","광진구","0.054","0.003","1","0.006","59","40"
"20160128","구로구","0.054","0.002","1.4","0.007","64","32"
"20160128","금천구","0.07","0.002","1.2","0.005","52","33"
"20160128","길동","0.059","0.002","1.1","0.007","52","30"
"20160128","내부순환","0.048","0.006","0.9","0.007","44","24"
"20160128","노원구","0.058","0.002","1.1","0.007","48","31"
"20160128","도봉구","0.064","0.003","1","0.006","50","26"
"20160128","동대문구","0.072","0.003","1.5","0.007","56","26"
"20160128","동작구","0.078","0.003","1.4","0.005","56","38"
"20160128","동작대로","0.077","0.01","1.4","0.008","66","45"
"20160128","마포구","0.055","0.003","1.1","0.006","42","28"
"20160128","서대문구","0.079","0.006","0.9","0.005","41","18"
"20160128","서울역","0.07","0.003","1.2","0.006","54","27"
"20160128","서초구","0.052","0.002","1.1","0.006","54","30"
"20160128","성동구","0.061","0.002","1.1","0.005","62","33"
"20160128","성북구","0.062","0.003","1.4","0.007","46","27"
"20160128","송파구","0.052","0.003","1.3","0.007","61","40"
"20160128","신사동","0.077","0.003","1.6","0.005","60","31"
"20160128","신촌","0.066","0.003","1.5","0.007","66","26"
"20160128","양재대로","0.069","0.003","1.7","0.011","56","34"
"20160128","양천구","0.075","0.002","1.4","0.004","72","45"
"20160128","영등포","0.082","0.002","1.2","0.008","75","34"
"20160128","영등포구","0.048","0.003","1.3","0.006","57","28"
"20160128","용산구","0.061","0.003","0.9","0.005","42","31"
"20160128","은평구","0.042","0.01","0.8","0.006","35","17"
"20160128","종로","0.069","0.003","1","0.004","47","19"
"20160128","종로구","0.061","0.002","0.8","0.005","49","31"
"20160128","중구","0.062","0.003","1.3","0.007","43","23"
"20160128","중랑구","0.06","0.003","0.9","0.006","51","25"
"20160128","청계천","0.067","0.002","1.2","0.011","42","13"
"20160128","청량리","0.069","0.002","1","0.008","51","37"
"20160128","태릉","0.065","0.002","1.3","0.006","63","26"
"20160127","강남구","0.045","0.014","0.7","0.007","67","28"
"20160127","강동구","0.057","0.006","0.9","0.007","77","34"
"20160127","강변북로","0.084","0.005","0.9","0.009","73","30"
"20160127","강북구","0.041","0.015","0.8","0.006","58","31"
"20160127","강서구","0.043","0.012","0.7","0.007","68","30"
"20160127","공항로","0.043","0.007","1.4","0.007","75","32"
"20160127","관악구","0.053","0.012","1","0.007","65","38"
"20160127","광진구","0.051","0.01","0.9","0.007","68","42"
"20160127","구로구","0.038","0.012","0.9","0.009","74","34"
"20160127","금천구","0.048","0.013","0.9","0.007","63","36"
"20160127","길동","0.061","0.007","0.9","0.008","63","33"
"20160127","내부순환","0.037","0.016","0.7","0.008","67","29"
"20160127","노원구","0.044","0.013","0.8","0.009","54","32"
"20160127","도봉구","0.037","0.027","0.6","0.006","59","25"
"20160127","동대문구","0.05","0.012","1","0.009","65","27"
"20160127","동작구","0.056","0.01","0.9","0.006","62","32"
"20160127","동작대로","0.071","0.016","1.1","0.009","85","51"
"20160127","마포구","0.04","0.011","0.8","0.007","49","32"
"20160127","서대문구","0.062","0.013","0.8","0.007","62","27"
"20160127","서울역","0.054","0.008","0.8","0.007","77","32"
"20160127","서초구","0.039","0.011","0.6","0.008","63","28"
"20160127","성동구","0.053","0.008","0.8","0.005","68","29"
"20160127","성북구","0.05","0.012","0.9","0.009","60","26"
"20160127","송파구","0.046","0.014","0.8","0.007","66","33"
"20160127","신사동","0.058","0.009","1","0.007","68","31"
"20160127","신촌","0.059","0.006","1","0.009","87","31"
"20160127","양재대로","0.066","0.007","1.1","0.012","76","35"
"20160127","양천구","0.048","0.013","0.8","0.006","66","37"
"20160127","영등포","0.068","0.006","0.7","0.01","84","33"
"20160127","영등포구","0.035","0.009","0.8","0.008","71","27"
"20160127","용산구","0.047","0.01","0.6","0.006","50","33"
"20160127","은평구","0.041","0.015","0.7","0.008","59","30"
"20160127","종로","0.046","0.013","0.7","0.006","58","24"
"20160127","종로구","0.042","0.011","0.6","0.006","54","37"
"20160127","중구","0.046","0.012","0.9","0.009","59","27"
"20160127","중랑구","0.053","0.011","0.8","0.008","64","29"
"20160127","청계천","0.057","0.009","0.9","0.012","56","17"
"20160127","청량리","0.06","0.007","0.9","0.012","60","39"
"20160127","태릉","0.063","0.007","1","0.008","73","31"
"20160126","강남구","0.053","0.005","0.8","0.007","83","35"
"20160126","강동구","0.058","0.003","0.9","0.006","88","36"
"20160126","강변북로","0.083","0.004","1","0.009","86","37"
"20160126","강북구","0.049","0.007","0.9","0.007","72","38"
"20160126","강서구","0.051","0.006","0.8","0.008","84","33"
"20160126","공항로","0.044","0.003","1.3","0.008","76","34"
"20160126","관악구","0.059","0.004","1","0.008","72","39"
"20160126","광진구","0.055","0.005","0.9","0.007","82","48"
"20160126","구로구","0.044","0.005","1","0.01","84","37"
"20160126","금천구","0.052","0.007","0.8","0.007","71","39"
"20160126","길동","0.063","0.003","0.9","0.008","66","35"
"20160126","내부순환","0.05","0.008","0.9","0.01","95","42"
"20160126","노원구","0.052","0.006","0.9","0.009","67","33"
"20160126","도봉구","0.055","0.006","0.8","0.007","79","33"
"20160126","동대문구","0.059","0.005","1.2","0.009","84","35"
"20160126","동작구","0.061","0.006","0.8","0.007","66","33"
"20160126","동작대로","0.071","0.012","1.1","0.01","95","52"
"20160126","마포구","0.049","0.004","0.9","0.008","61","39"
"20160126","서대문구","0.081","0.005","0.9","0.008","84","36"
"20160126","서울역","0.066","0.004","1","0.008","97","41"
"20160126","서초구","0.046","0.005","0.7","0.008","78","32"
"20160126","성동구","0.06","0.004","0.9","0.004","88","34"
"20160126","성북구","0.059","0.005","1.1","0.01","80","34"
"20160126","송파구","0.052","0.005","0.9","0.008","74","34"
"20160126","신사동","0.071","0.004","1.4","0.007","86","39"
"20160126","신촌","0.06","0.004","1.1","0.008","110","38"
"20160126","양재대로","0.067","0.004","1.1","0.011","89","37"
"20160126","양천구","0.056","0.006","1","0.007","90","49"
"20160126","영등포","0.068","0.003","0.9","0.01","101","46"
"20160126","영등포구","0.041","0.005","1","0.007","92","34"
"20160126","용산구","0.057","0.004","0.7","0.006","65","42"
"20160126","은평구","0.047","0.01","0.7","0.009","77","35"
"20160126","종로","0.069","0.005","0.9","0.007","74","32"
"20160126","종로구","0.053","0.004","0.7","0.007","77","50"
"20160126","중구","0.061","0.004","1.2","0.009","78","34"
"20160126","중랑구","0.062","0.004","1","0.008","80","37"
"20160126","청계천","0.065","0.003","1.1","0.012","71","20"
"20160126","청량리","0.064","0.003","0.8","0.01","69","47"
"20160126","태릉","0.066","0.003","1","0.008","85","35"
"20160125","강남구","0.033","0.018","0.5","0.006","56","16"
"20160125","강동구","0.039","0.008","0.7","0.005","56","18"
"20160125","강변북로","0.057","0.009","0.5","0.007","63","17"
"20160125","강북구","0.029","0.016","0.6","0.004","40","17"
"20160125","강서구","0.031","0.013","0.4","0.006","61","17"
"20160125","공항로","0.032","0.007","0.8","0.005","68","18"
"20160125","관악구","0.037","0.012","0.6","0.005","47","17"
"20160125","광진구","0.034","0.014","0.6","0.005","49","23"
"20160125","구로구","0.026","0.014","0.6","0.007","48","20"
"20160125","금천구","0.033","0.014","0.6","0.005","48","18"
"20160125","길동","0.044","0.009","0.6","0.006","39","18"
"20160125","내부순환","0.028","0.016","0.6","0.007","57","21"
"20160125","노원구","0.032","0.015","0.7","0.006","41","15"
"20160125","도봉구","0.03","0.023","0.5","0.005","50","16"
"20160125","동대문구","0.03","0.015","0.7","0.006","54","16"
"20160125","동작구","0.038","0.014","0.5","0.005","39","15"
"20160125","동작대로","0.056","0.012","0.6","0.008","69","27"
"20160125","마포구","0.026","0.015","0.5","0.006","34","16"
"20160125","서대문구","0.042","0.016","0.7","0.005","56","16"
"20160125","서울역","0.039","0.012","0.5","0.005","64","19"
"20160125","서초구","0.031","0.011","0.4","0.006","54","17"
"20160125","성동구","0.034","0.013","0.5","0.005","57","16"
"20160125","성북구","0.036","0.014","0.7","0.007","52","15"
"20160125","송파구","0.031","0.016","0.5","0.006","50","17"
"20160125","신사동","0.042","0.013","0.7","0.005","59","17"
"20160125","신촌","0.044","0.01","0.7","0.006","77","20"
"20160125","양재대로","0.05","0.008","0.8","0.008","66","20"
"20160125","양천구","0.034","0.013","0.6","0.004","54","21"
"20160125","영등포","0.043","0.01","0.5","0.007","65","22"
"20160125","영등포구","0.029","0.01","0.7","0.007","63","17"
"20160125","용산구","0.033","0.013","0.3","0.005","37","18"
"20160125","은평구","0.03","0.016","0.4","0.007","50","17"
"20160125","종로","0.034","0.017","0.4","0.004","44","14"
"20160125","종로구","0.027","0.014","0.3","0.004","49","19"
"20160125","중구","0.03","0.016","0.5","0.007","50","16"
"20160125","중랑구","0.039","0.013","0.6","0.006","52","18"
"20160125","청계천","0.038","0.012","0.5","0.01","41","9"
"20160125","청량리","0.046","0.01","0.6","0.009","44","22"
"20160125","태릉","0.057","0.007","0.8","0.006","54","19"
"20160124","강남구","0.017","0.034","0.4","0.006","42","19"
"20160124","강동구","0.017","0.016","0.5","0.006","43","18"
"20160124","강변북로","0.032","0.018","0.4","0.007","46","19"
"20160124","강북구","0.013","0.025","0.5","0.005","33","18"
"20160124","강서구","0.013","0.023","0.3","0.006","42","19"
"20160124","공항로","0.017","0.014","0.5","0.005","42","17"
"20160124","관악구","0.019","0.021","0.5","0.006","38","19"
"20160124","광진구","0.014","0.025","0.5","0.005","42","27"
"20160124","구로구","0.013","0.023","0.5","0.007","34","20"
"20160124","금천구","0.017","0.024","0.4","0.005","38","22"
"20160124","길동","0.028","0.018","0.4","0.006","33","21"
"20160124","내부순환","0.018","0.023","0.5","0.007","46","25"
"20160124","노원구","0.012","0.025","0.4","0.006","34","13"
"20160124","도봉구","0.01","0.034","0.3","0.005","39","18"
"20160124","동대문구","0.013","0.022","0.6","0.006","40","19"
"20160124","동작구","0.019","0.024","0.4","0.005","31","17"
"20160124","동작대로","0.042","0.016","0.5","0.008","50","29"
"20160124","마포구","0.013","0.023","0.4","0.006","29","19"
"20160124","서대문구","0.024","0.024","0.6","0.006","40","18"
"20160124","서울역","0.024","0.02","0.4","0.005","44","22"
"20160124","서초구","0.014","0.023","0.3","0.006","37","18"
"20160124","성동구","0.015","0.024","0.4","0.005","43","19"
"20160124","성북구","0.015","0.024","0.5","0.007","41","18"
"20160124","송파구","0.013","0.03","0.3","0.006","40","19"
"20160124","신사동","0.023","0.021","0.7","0.005","41","19"
"20160124","신촌","0.029","0.015","0.6","0.006","56","21"
"20160124","양재대로","0.028","0.015","0.5","0.007","48","21"
"20160124","양천구","0.018","0.022","0.5","0.004","42","23"
"20160124","영등포","0.026","0.018","0.4","0.006","48","19"
"20160124","영등포구","0.015","0.017","0.5","0.007","46","18"
"20160124","용산구","0.017","0.022","0.2","0.005","30","21"
"20160124","은평구","0.019","0.026","0.3","0.008","38","20"
"20160124","종로","0.015","0.028","0.4","0.004","33","16"
"20160124","종로구","0.013","0.022","0.3","0.004","39","23"
"20160124","중구","0.015","0.024","0.4","0.007","39","18"
"20160124","중랑구","0.019","0.025","0.5","0.006","40","20"
"20160124","청계천","0.016","0.021","0.4","0.009","32","10"
"20160124","청량리","0.026","0.017","0.4","0.008","35","24"
"20160124","태릉","0.033","0.017","0.5","0.006","42","18"
"20160123","강남구","0.016","0.036","0.3","0.005","32","13"
"20160123","강동구","0.016","0.018","0.4","0.005","32","13"
"20160123","강변북로","0.033","0.019","0.4","0.006","38","13"
"20160123","강북구","0.014","0.026","0.4","0.004","26","14"
"20160123","강서구","0.013","0.024","0.3","0.006","33","14"
"20160123","공항로","0.021","0.015","0.5","0.005","64","15"
"20160123","관악구","0.019","0.022","0.4","0.005","30","14"
"20160123","광진구","0.013","0.026","0.4","0.005","32","20"
"20160123","구로구","0.012","0.026","0.4","0.006","25","14"
"20160123","금천구","0.017","0.025","0.4","0.005","32","16"
"20160123","길동","0.031","0.016","0.4","0.006","31","18"
"20160123","내부순환","0.022","0.022","0.4","0.007","38","18"
"20160123","노원구","0.012","0.027","0.4","0.006","26","12"
"20160123","도봉구","0.009","0.039","0.3","0.006","30","11"
"20160123","동대문구","0.013","0.024","0.6","0.006","33","12"
"20160123","동작구","0.017","0.027","0.3","0.005","24","13"
"20160123","동작대로","0.042","0.017","0.5","0.007","40","24"
"20160123","마포구","0.014","0.024","0.4","0.005","22","14"
"20160123","서대문구","0.021","0.027","0.6","0.005","32","13"
"20160123","서울역","0.027","0.021","0.4","0.005","36","16"
"20160123","서초구","0.014","0.024","0.3","0.006","67","21"
"20160123","성동구","0.016","0.025","0.4","0.004","37","14"
"20160123","성북구","0.014","0.027","0.4","0.007","31","12"
"20160123","송파구","0.012","0.032","0.2","0.005","30","13"
"20160123","신사동","0.025","0.02","0.6","0.005","32","14"
"20160123","신촌","0.032","0.015","0.6","0.006","48","17"
"20160123","양재대로","0.031","0.015","0.5","0.007","36","15"
"20160123","양천구","0.018","0.024","0.4","0.004","34","17"
"20160123","영등포","0.03","0.019","0.4","0.007","39","13"
"20160123","영등포구","0.018","0.017","0.5","0.007","37","14"
"20160123","용산구","0.017","0.024","0.2","0.005","24","15"
"20160123","은평구","0.019","0.027","0.4","0.008","31","15"
"20160123","종로","0.015","0.031","0.3","0.004","27","14"
"20160123","종로구","0.012","0.023","0.2","0.004","30","15"
"20160123","중구","0.014","0.026","0.4","0.007","32","11"
"20160123","중랑구","0.018","0.028","0.4","0.006","31","14"
"20160123","청계천","0.018","0.022","0.3","0.009","27","7"
"20160123","청량리","0.031","0.017","0.4","0.008","29","18"
"20160123","태릉","0.035","0.017","0.5","0.006","35","12"
"20160122","강남구","0.037","0.017","0.5","0.006","53","25"
"20160122","강동구","0.044","0.006","0.8","0.006","69","33"
"20160122","강변북로","0.069","0.006","0.7","0.007","66","27"
"20160122","강북구","0.032","0.015","0.7","0.005","47","27"
"20160122","강서구","0.026","0.016","0.4","0.006","46","23"
"20160122","공항로","0.031","0.008","0.7","0.005","66","24"
"20160122","관악구","0.036","0.014","0.6","0.005","43","25"
"20160122","광진구","0.04","0.01","0.7","0.006","64","43"
"20160122","구로구","0.025","0.015","0.6","0.006","37","24"
"20160122","금천구","0.036","0.013","0.6","0.005","40","26"
"20160122","길동","0.053","0.005","0.8","0.007","57","26"
"20160122","내부순환","0.034","0.015","0.7","0.008","64","35"
"20160122","노원구","0.026","0.02","0.6","0.007","48","24"
"20160122","도봉구","0.03","0.025","0.6","0.006","54","27"
"20160122","동대문구","0.036","0.013","0.9","0.007","57","27"
"20160122","동작구","0.038","0.014","0.5","0.005","34","21"
"20160122","동작대로","0.058","0.008","0.7","0.008","57","37"
"20160122","마포구","0.027","0.014","0.6","0.006","35","25"
"20160122","서대문구","0.04","0.019","0.7","0.006","48","25"
"20160122","서울역","0.04","0.013","0.6","0.005","56","29"
"20160122","서초구","0.031","0.012","0.4","0.006","54","25"
"20160122","성동구","0.04","0.01","0.6","0.005","57","27"
"20160122","성북구","0.039","0.013","0.8","0.008","54","25"
"20160122","송파구","0.04","0.009","0.7","0.007","61","31"
"20160122","신사동","0.045","0.01","0.7","0.005","52","28"
"20160122","신촌","0.046","0.009","0.8","0.006","67","28"
"20160122","양재대로","0.053","0.006","0.9","0.008","58","28"
"20160122","양천구","0.033","0.015","0.6","0.004","47","30"
"20160122","영등포","0.046","0.01","0.5","0.007","55","26"
"20160122","영등포구","0.03","0.009","0.7","0.007","50","23"
"20160122","용산구","0.036","0.013","0.4","0.005","39","29"
"20160122","은평구","0.031","0.019","0.5","0.007","49","28"
"20160122","종로","0.032","0.02","0.5","0.005","43","21"
"20160122","종로구","0.03","0.013","0.4","0.005","52","37"
"20160122","중구","0.031","0.016","0.6","0.007","49","25"
"20160122","중랑구","0.04","0.013","0.6","0.007","59","32"
"20160122","청계천","0.039","0.012","0.7","0.01","43","14"
"20160122","청량리","0.049","0.009","0.7","0.01","52","37"
"20160122","태릉","0.058","0.006","0.9","0.007","66","31"
"20160121","강남구","0.041","0.012","0.6","0.006","58","29"
"20160121","강동구","0.044","0.005","0.7","0.005","63","32"
"20160121","강변북로","0.064","0.005","0.7","0.007","61","29"
"20160121","강북구","0.037","0.011","0.7","0.005","52","30"
"20160121","강서구","0.033","0.011","0.5","0.006","55","29"
"20160121","공항로","0.035","0.005","0.9","0.005","68","28"
"20160121","관악구","0.043","0.01","0.7","0.005","45","28"
"20160121","광진구","0.039","0.009","0.7","0.006","60","43"
"20160121","구로구","0.03","0.011","0.7","0.006","43","30"
"20160121","금천구","0.044","0.01","0.7","0.005","47","32"
"20160121","길동","0.053","0.004","0.7","0.006","48","28"
"20160121","내부순환","0.039","0.01","0.7","0.008","62","24"
"20160121","노원구","0.037","0.012","0.7","0.007","51","25"
"20160121","도봉구","0.036","0.019","0.6","0.006","61","31"
"20160121","동대문구","0.043","0.008","1","0.007","59","30"
"20160121","동작구","0.046","0.011","0.6","0.005","39","24"
"20160121","동작대로","0.061","0.007","0.8","0.007","64","41"
"20160121","마포구","0.029","0.013","0.6","0.005","36","26"
"20160121","서대문구","0.046","0.015","0.7","0.005","48","27"
"20160121","서울역","0.043","0.01","0.7","0.005","56","31"
"20160121","서초구","0.035","0.009","0.5","0.006","52","27"
"20160121","성동구","0.044","0.008","0.7","0.005","59","29"
"20160121","성북구","0.044","0.009","0.8","0.008","57","28"
"20160121","송파구","0.04","0.009","0.8","0.007","53","29"
"20160121","신사동","0.051","0.007","1","0.005","56","31"
"20160121","신촌","0.046","0.008","0.8","0.007","69","29"
"20160121","양재대로","0.06","0.005","1","0.008","66","32"
"20160121","양천구","0.037","0.012","0.7","0.004","55","36"
"20160121","영등포","0.051","0.008","0.5","0.007","63","31"
"20160121","영등포구","0.032","0.008","0.7","0.007","54","27"
"20160121","용산구","0.044","0.008","0.5","0.005","40","30"
"20160121","은평구","0.033","0.017","0.4","0.007","45","29"
"20160121","종로","0.04","0.014","0.5","0.004","44","20"
"20160121","종로구","0.036","0.01","0.5","0.005","50","38"
"20160121","중구","0.037","0.013","0.6","0.007","45","23"
"20160121","중랑구","0.043","0.006","0.7","0.007","56","32"
"20160121","청계천","0.047","0.009","0.7","0.009","42","14"
"20160121","청량리","0.054","0.005","0.7","0.009","52","38"
"20160121","태릉","0.058","0.005","0.9","0.006","65","33"
"20160120","강남구","0.032","0.02","0.5","0.005","40","20"
"20160120","강동구","0.04","0.006","0.6","0.005","47","23"
"20160120","강변북로","0.054","0.01","0.5","0.006","45","21"
"20160120","강북구","0.031","0.012","0.6","0.004","37","22"
"20160120","강서구","0.027","0.014","0.4","0.006","39","21"
"20160120","공항로","0.031","0.007","0.7","0.005","54","22"
"20160120","관악구","0.034","0.014","0.6","0.005","37","22"
"20160120","광진구","0.034","0.012","0.6","0.005","44","31"
"20160120","구로구","0.024","0.015","0.5","0.006","31","22"
"20160120","금천구","0.034","0.015","0.5","0.005","37","25"
"20160120","길동","0.049","0.006","0.6","0.006","43","23"
"20160120","내부순환","0.032","0.012","0.6","0.007","54","31"
"20160120","노원구","0.033","0.012","0.6","0.006","38","19"
"20160120","도봉구","0.033","0.018","0.5","0.005","41","23"
"20160120","동대문구","0.031","0.012","0.8","0.006","40","22"
"20160120","동작구","0.035","0.015","0.5","0.005","30","18"
"20160120","동작대로","0.055","0.01","0.6","0.007","53","30"
"20160120","마포구","0.024","0.015","0.5","0.005","28","21"
"20160120","서대문구","0.035","0.018","0.6","0.005","36","20"
"20160120","서울역","0.034","0.014","0.5","0.004","45","25"
"20160120","서초구","0.029","0.012","0.4","0.006","39","21"
"20160120","성동구","0.033","0.012","0.5","0.004","40","21"
"20160120","성북구","0.035","0.013","0.6","0.007","40","23"
"20160120","송파구","0.033","0.013","0.5","0.006","40","22"
"20160120","신사동","0.041","0.011","0.9","0.005","43","23"
"20160120","신촌","0.039","0.011","0.6","0.007","55","23"
"20160120","양재대로","0.048","0.009","0.7","0.007","54","26"
"20160120","양천구","0.03","0.015","0.5","0.004","39","26"
"20160120","영등포","0.043","0.011","0.5","0.007","49","35"
"20160120","영등포구","0.028","0.01","0.7","0.006","41","22"
"20160120","용산구","0.032","0.013","0.3","0.004","29","22"
"20160120","은평구","0.027","0.017","0.3","0.007","39","23"
"20160120","종로","0.029","0.017","0.5","0.004","35","16"
"20160120","종로구","0.027","0.014","0.3","0.004","36","26"
"20160120","중구","0.026","0.018","0.4","0.006","35","18"
"20160120","중랑구","0.039","0.01","0.6","0.006","44","25"
"20160120","청계천","0.036","0.012","0.6","0.009","33","12"
"20160120","청량리","0.044","0.009","0.5","0.007","39","28"
"20160120","태릉","0.054","0.006","0.8","0.006","50","25"
"20160119","강남구","0.016","0.036","0.3","0.005","37","12"
"20160119","강동구","0.015","0.017","0.4","0.005","38","12"
"20160119","강변북로","0.035","0.017","0.3","0.005","41","13"
"20160119","강북구","0.012","0.026","0.4","0.004","27","14"
"20160119","강서구","0.013","0.023","0.3","0.006","36","12"
"20160119","공항로","0.021","0.012","0.5","0.005","54","16"
"20160119","관악구","0.018","0.021","0.4","0.004","28","13"
"20160119","광진구","0.014","0.024","0.4","0.005","36","17"
"20160119","구로구","0.014","0.023","0.4","0.006","27","13"
"20160119","금천구","0.019","0.023","0.4","0.004","27","14"
"20160119","길동","0.028","0.017","0.4","0.005","29","16"
"20160119","내부순환","0.017","0.024","0.4","0.007","41","23"
"20160119","노원구","0.011","0.025","0.4","0.005","29","11"
"20160119","도봉구","0.009","0.037","0.2","0.005","35","9"
"20160119","동대문구","0.012","0.023","0.6","0.005","35","12"
"20160119","동작구","0.017","0.025","0.3","0.004","24","11"
"20160119","동작대로","0.034","0.018","0.5","0.006","50","21"
"20160119","마포구","0.015","0.022","0.4","0.005","22","12"
"20160119","서대문구","0.017","0.026","0.6","0.005","36","12"
"20160119","서울역","0.025","0.02","0.4","0.004","45","16"
"20160119","서초구","0.014","0.023","0.3","0.005","48","16"
"20160119","성동구","0.015","0.023","0.4","0.005","43","13"
"20160119","성북구","0.014","0.026","0.4","0.007","36","12"
"20160119","송파구","0.013","0.03","0.2","0.005","34","11"
"20160119","신사동","0.022","0.02","0.8","0.005","36","13"
"20160119","신촌","0.034","0.015","0.5","0.005","55","14"
"20160119","양재대로","0.032","0.014","0.5","0.006","44","13"
"20160119","양천구","0.018","0.021","0.4","0.003","34","16"
"20160119","영등포","0.028","0.018","0.4","0.006","47","13"
"20160119","영등포구","0.018","0.017","0.4","0.006","39","14"
"20160119","용산구","0.017","0.022","0.2","0.004","24","14"
"20160119","은평구","0.018","0.023","0.3","0.007","30","11"
"20160119","종로","0.017","0.026","0.4","0.003","32","11"
"20160119","종로구","0.014","0.022","0.2","0.004","32","13"
"20160119","중구","0.016","0.024","0.3","0.006","41","12"
"20160119","중랑구","0.017","0.025","0.4","0.006","33","12"
"20160119","청계천","0.019","0.02","0.4","0.008","27","6"
"20160119","청량리","0.03","0.016","0.4","0.007","29","16"
"20160119","태릉","0.032","0.016","0.5","0.005","39","12"
"20160118","강남구","0.025","0.026","0.5","0.005","61","30"
"20160118","강동구","0.025","0.014","0.6","0.005","67","32"
"20160118","강변북로","0.047","0.013","0.6","0.006","61","28"
"20160118","강북구","0.02","0.023","0.6","0.004","47","28"
"20160118","강서구","0.019","0.02","0.4","0.006","57","30"
"20160118","공항로","0.026","0.011","0.6","0.005","73","31"
"20160118","관악구","0.032","0.019","0.7","0.004","52","36"
"20160118","광진구","0.023","0.02","0.7","0.005","59","41"
"20160118","구로구","0.019","0.021","0.6","0.006","49","35"
"20160118","금천구","0.027","0.02","0.6","0.005","54","34"
"20160118","길동","0.036","0.013","0.6","0.006","50","33"
"20160118","내부순환","0.023","0.021","0.5","0.007","68","36"
"20160118","노원구","0.02","0.021","0.6","0.007","47","22"
"20160118","도봉구","0.019","0.034","0.4","0.006","50","27"
"20160118","동대문구","0.021","0.02","0.9","0.006","59","29"
"20160118","동작구","0.026","0.022","0.5","0.004","49","29"
"20160118","동작대로","0.039","0.017","0.7","0.007","63","38"
"20160118","마포구","0.021","0.019","0.6","0.005","46","33"
"20160118","서대문구","0.027","0.023","0.6","0.004","59","31"
"20160118","서울역","0.032","0.016","0.6","0.005","68","35"
"20160118","서초구","0.021","0.019","0.5","0.006","79","39"
"20160118","성동구","0.026","0.018","0.6","0.005","67","30"
"20160118","성북구","0.023","0.022","0.6","0.006","52","28"
"20160118","송파구","0.021","0.025","0.5","0.006","55","27"
"20160118","신사동","0.032","0.016","0.9","0.005","60","32"
"20160118","신촌","0.041","0.012","0.8","0.005","88","31"
"20160118","양재대로","0.038","0.01","0.8","0.006","60","30"
"20160118","양천구","0.022","0.02","0.6","0.004","61","39"
"20160118","영등포","0.039","0.014","0.5","0.007","77","33"
"20160118","영등포구","0.022","0.013","0.7","0.005","66","35"
"20160118","용산구","0.024","0.018","0.4","0.005","44","30"
"20160118","은평구","0.024","0.023","0.5","0.007","49","29"
"20160118","종로","0.025","0.022","0.6","0.004","51","26"
"20160118","종로구","0.023","0.019","0.4","0.004","54","42"
"20160118","중구","0.024","0.021","0.6","0.006","57","27"
"20160118","중랑구","0.026","0.022","0.6","0.006","54","30"
"20160118","청계천","0.028","0.016","0.5","0.009","46","17"
"20160118","청량리","0.035","0.013","0.6","0.007","53","38"
"20160118","태릉","0.038","0.013","0.7","0.005","57","26"
"20160117","강남구","0.043","0.009","0.6","0.005","66","41"
"20160117","강동구","0.041","0.007","0.7","0.006","66","42"
"20160117","강변북로","0.059","0.007","0.7","0.006","70","42"
"20160117","강북구","0.051","0.005","1.1","0.005","83","54"
"20160117","강서구","0.049","0.003","0.8","0.006","78","48"
"20160117","공항로","0.042","0.003","1.1","0.006","93","51"
"20160117","관악구","0.064","0.004","1","0.004","67","47"
"20160117","광진구","0.035","0.014","0.7","0.004","64","52"
"20160117","구로구","0.041","0.005","0.9","0.006","60","42"
"20160117","금천구","0.054","0.005","0.9","0.005","68","51"
"20160117","길동","0.049","0.004","0.8","0.006","61","44"
"20160117","내부순환","0.047","0.005","0.9","0.008","79","53"
"20160117","노원구","0.053","0.003","1.1","0.008","83","39"
"20160117","도봉구","0.056","0.007","1","0.007","80","46"
"20160117","동대문구","0.052","0.005","1.3","0.007","77","48"
"20160117","동작구","0.057","0.005","0.8","0.005","64","43"
"20160117","동작대로","0.059","0.009","1","0.006","80","54"
"20160117","마포구","0.041","0.008","0.8","0.006","63","50"
"20160117","서대문구","0.042","0.02","0.7","0.006","68","43"
"20160117","서울역","0.055","0.004","0.9","0.006","81","52"
"20160117","서초구","0.038","0.007","0.7","0.006","58","39"
"20160117","성동구","0.045","0.008","0.8","0.005","73","43"
"20160117","성북구","0.058","0.006","1.3","0.007","75","51"
"20160117","송파구","0.04","0.008","0.8","0.005","59","36"
"20160117","신사동","0.053","0.007","1","0.005","67","43"
"20160117","신촌","0.055","0.006","1","0.006","95","44"
"20160117","양재대로","0.059","0.003","1.1","0.007","71","46"
"20160117","양천구","0.047","0.007","0.9","0.004","79","60"
"20160117","영등포","0.06","0.004","0.7","0.008","97","52"
"20160117","영등포구","0.036","0.005","0.9","0.006","76","44"
"20160117","용산구","0.043","0.008","0.6","0.005","58","46"
"20160117","은평구","0.033","0.016","0.6","0.007","60","40"
